baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_id.84	Gene	gene_type.84	chr	start	stop	loc.84	gene_name.107	gene_type.107	chr.107	start.107	stop.107	loc.107	gene_id.107
300.124749780048	-0.789033788325594	0.131427465561047	-6.00356846993367	1.9302730955814e-09	9.75904057575576e-08	ENSG00000179981	TSHZ1	protein_coding	chr18	75210755	75289950	chr18:75210755	TSHZ1	protein_coding	chr18	75210755	75289950	chr18:75210755	ENSG00000179981
4025.93942349726	-0.398223679289002	0.0664417946208171	-5.99357199126939	2.05281225286673e-09	1.03084463941254e-07	ENSG00000116062	MSH6	protein_coding	chr2	47695530	47810101	chr2:47695530	MSH6	protein_coding	chr2	47695530	47810063	chr2:47695530	ENSG00000116062
3004.29902478661	-0.539493186550385	0.0901156506227455	-5.98667581959636	2.14173054029079e-09	1.07187484009705e-07	ENSG00000055332	EIF2AK2	protein_coding	chr2	37099210	37157065	chr2:37099210	EIF2AK2	protein_coding	chr2	37099210	37157522	chr2:37099210	ENSG00000055332
3052.34225951779	-0.383647239520722	0.0641743929541295	-5.97819818560566	2.25619150183729e-09	1.11545111527659e-07	ENSG00000197724	PHF2	protein_coding	chr9	93576407	93679587	chr9:93576407	PHF2	protein_coding	chr9	93576584	93679587	chr9:93576584	ENSG00000197724
714.604303353278	0.56649108056592	0.094987488227709	5.96384946202491	2.46363727574411e-09	1.20856450385018e-07	ENSG00000160712	IL6R	protein_coding	chr1	154405193	154469450	chr1:154405193	IL6R	protein_coding	chr1	154405193	154469450	chr1:154405193	ENSG00000160712
3641.63567637498	0.441693274319144	0.0743303202924116	5.9423028527463	2.8104556289047e-09	1.36965942518162e-07	ENSG00000131871	VIMP	protein_coding	chr15	101270817	101277500	chr15:101270817	SELENOS	protein_coding	chr15	101270817	101277500	chr15:101270817	ENSG00000131871
1178.20452086512	-0.61106455773324	0.1029407785999	-5.93607864681368	2.91919808524937e-09	1.41800523984139e-07	ENSG00000114126	TFDP2	protein_coding	chr3	141944428	142149544	chr3:141944428	TFDP2	protein_coding	chr3	141944428	142149544	chr3:141944428	ENSG00000114126
222.224807345663	-0.952119443476756	0.160486822890388	-5.93269544707139	2.98001317363811e-09	1.44283113397254e-07	ENSG00000064655	EYA2	protein_coding	chr20	46894624	47188844	chr20:46894624	EYA2	protein_coding	chr20	46894624	47188844	chr20:46894624	ENSG00000064655
11403.6888456987	0.365552587816796	0.0616442335892031	5.93003702913782	3.02866371850151e-09	1.46162524388982e-07	ENSG00000155660	PDIA4	protein_coding	chr7	149003062	149028641	chr7:149003062	PDIA4	protein_coding	chr7	149003062	149028662	chr7:149003062	ENSG00000155660
3595.50839557938	-0.388823944344208	0.0657408235138021	-5.9144976220533	3.32890046929802e-09	1.59102175484392e-07	ENSG00000149639	SOGA1	protein_coding	chr20	36777442	36863686	chr20:36777442	SOGA1	protein_coding	chr20	36777447	36863538	chr20:36777447	ENSG00000149639
472.256602381666	-0.635434426456586	0.10772385963483	-5.89873430650022	3.66300525669216e-09	1.73951789570199e-07	ENSG00000204852	TCTN1	protein_coding	chr12	110614027	110649430	chr12:110614027	TCTN1	protein_coding	chr12	110614027	110663431	chr12:110614027	ENSG00000204852
9100.9126780851	0.351763606835887	0.0596932012025155	5.8928588138956	3.79570704385698e-09	1.79679584394555e-07	ENSG00000128272	ATF4	protein_coding	chr22	39519695	39522685	chr22:39519695	ATF4	protein_coding	chr22	39519695	39522683	chr22:39519695	ENSG00000128272
6126.93037406415	-0.410593415182712	0.0696863765772901	-5.89201843099586	3.8150661199641e-09	1.80022675578243e-07	ENSG00000004399	PLXND1	protein_coding	chr3	129555175	129606818	chr3:129555175	PLXND1	protein_coding	chr3	129555214	129606676	chr3:129555214	ENSG00000004399
516.287889450456	-0.722238302530726	0.122684209145913	-5.8869703571365	3.9333922823496e-09	1.85018806597609e-07	ENSG00000089682	RBM41	protein_coding	chrX	107064420	107118823	chrX:107064420	RBM41	protein_coding	chrX	107061885	107118823	chrX:107061885	ENSG00000089682
903.338308751026	-0.506618289499632	0.0862915305275237	-5.87100827164075	4.33152656186698e-09	2.02464813885505e-07	ENSG00000261115	TMEM178B	protein_coding	chr7	141074232	141480380	chr7:141074232	TMEM178B	protein_coding	chr7	141074064	141480380	chr7:141074064	ENSG00000261115
810.350201003834	-0.523588978082477	0.0896613421198909	-5.83962904974541	5.23171783749573e-09	2.41503894212847e-07	ENSG00000149084	HSD17B12	protein_coding	chr11	43556436	43856617	chr11:43556436	HSD17B12	protein_coding	chr11	43680680	43856617	chr11:43680680	ENSG00000149084
1726.10561492045	-0.449052500451652	0.0772488413409214	-5.81306454125122	6.13393978480224e-09	2.78822265936699e-07	ENSG00000177383	MAGEF1	protein_coding	chr3	184710367	184712002	chr3:184710367	MAGEF1	protein_coding	chr3	184710364	184712064	chr3:184710364	ENSG00000177383
5972.54839910912	0.355912820328004	0.0612525757979196	5.8105771992709	6.22578150679783e-09	2.8120159009427e-07	ENSG00000198742	SMURF1	protein_coding	chr7	99027438	99144100	chr7:99027438	SMURF1	protein_coding	chr7	99027440	99144108	chr7:99027440	ENSG00000198742
1441.90783667024	0.452281314220917	0.0778926990207134	5.806466073292	6.38051940277807e-09	2.86080777962653e-07	ENSG00000118508	RAB32	protein_coding	chr6	146543693	146554965	chr6:146543693	RAB32	protein_coding	chr6	146543833	146554953	chr6:146543833	ENSG00000118508
1726.2179951352	-0.442182478314541	0.076346380145342	-5.79179363150879	6.96386783293061e-09	3.09912968469104e-07	ENSG00000060656	PTPRU	protein_coding	chr1	29236516	29326813	chr1:29236516	PTPRU	protein_coding	chr1	29236516	29326813	chr1:29236516	ENSG00000060656
2615.14037665629	0.390121239825847	0.0674496986310335	5.78388410539692	7.29952412095221e-09	3.22917043255457e-07	ENSG00000086544	ITPKC	protein_coding	chr19	40717103	40740860	chr19:40717103	ITPKC	protein_coding	chr19	40717112	40740860	chr19:40717112	ENSG00000086544
4200.57996006601	0.395892625230246	0.0685867940533519	5.77214069697282	7.82707167520298e-09	3.44205897574607e-07	ENSG00000006652	IFRD1	protein_coding	chr7	112422968	112481017	chr7:112422968	IFRD1	protein_coding	chr7	112422887	112481017	chr7:112422887	ENSG00000006652
9223.50212764141	0.612798337836795	0.106228914105574	5.76865858976754	7.99049965593817e-09	3.50356303498127e-07	ENSG00000215182	MUC5AC	protein_coding	chr11	1157953	1201138	chr11:1157953	MUC5AC	protein_coding	chr11	1157953	1201138	chr11:1157953	ENSG00000215182
2631.24725283469	-0.417561199652501	0.0724334618402127	-5.76475552933857	8.17762913399259e-09	3.56458297500486e-07	ENSG00000169925	BRD3	protein_coding	chr9	134030305	134068535	chr9:134030305	BRD3	protein_coding	chr9	134030305	134068535	chr9:134030305	ENSG00000169925
156.080751902377	-1.07924300858792	0.187504305794984	-5.75583053419564	8.62168446194393e-09	3.73623084088439e-07	ENSG00000133111	RFXAP	protein_coding	chr13	36819224	36829104	chr13:36819224	RFXAP	protein_coding	chr13	36819222	36829104	chr13:36819222	ENSG00000133111
701.130465106242	-0.775650046763353	0.134791786037615	-5.7544311086352	8.69340474232052e-09	3.7563595374957e-07	ENSG00000109103	UNC119	protein_coding	chr17	28546707	28552668	chr17:28546707	UNC119	protein_coding	chr17	28546708	28552631	chr17:28546708	ENSG00000109103
562.473210847283	-0.635256967514057	0.110453339634056	-5.75136043526372	8.85281467690552e-09	3.81415180746445e-07	ENSG00000011523	CEP68	protein_coding	chr2	65056366	65087004	chr2:65056366	CEP68	protein_coding	chr2	65056366	65087004	chr2:65056366	ENSG00000011523
732.553413654116	0.621877355057929	0.108644755935799	5.72395188061734	1.04074238968503e-08	4.44528588513742e-07	ENSG00000053747	LAMA3	protein_coding	chr18	23689443	23955066	chr18:23689443	LAMA3	protein_coding	chr18	23689453	23956222	chr18:23689453	ENSG00000053747
4786.60282494857	0.467549300535789	0.0818566995863172	5.71180249018911	1.11785783243389e-08	4.74738252037067e-07	ENSG00000113615	SEC24A	protein_coding	chr5	134648789	134727823	chr5:134648789	SEC24A	protein_coding	chr5	134648785	134727909	chr5:134648785	ENSG00000113615
1810.52539206201	0.468511623351814	0.0820935116736005	5.7070481430322	1.14952276428984e-08	4.86795053230887e-07	ENSG00000074842	MYDGF	protein_coding	chr19	4641374	4670370	chr19:4641374	MYDGF	protein_coding	chr19	4641374	4670362	chr19:4641374	ENSG00000074842
1464.32886124322	0.452711698688134	0.0793351657495006	5.70631818073669	1.15446101588725e-08	4.87497401708753e-07	ENSG00000118503	TNFAIP3	protein_coding	chr6	137867188	137883312	chr6:137867188	TNFAIP3	protein_coding	chr6	137867214	137883314	chr6:137867214	ENSG00000118503
768.016546834427	-0.539142288629932	0.0946773717132545	-5.69452107587872	1.23718703697454e-08	5.18015439932099e-07	ENSG00000158828	PINK1	protein_coding	chr1	20633455	20651511	chr1:20633455	PINK1	protein_coding	chr1	20633458	20651511	chr1:20633458	ENSG00000158828
17772.2577460529	0.387032571168508	0.0680354596776678	5.68868900132601	1.28018370838361e-08	5.33015424129244e-07	ENSG00000105281	SLC1A5	protein_coding	chr19	46774883	46788594	chr19:46774883	SLC1A5	protein_coding	chr19	46774883	46788594	chr19:46774883	ENSG00000105281
847.45353481738	0.545213841055493	0.0959410981682515	5.68279758586205	1.32509065886026e-08	5.4711520981386e-07	ENSG00000163644	PPM1K	protein_coding	chr4	88257620	88284769	chr4:88257620	PPM1K	protein_coding	chr4	88257620	88284769	chr4:88257620	ENSG00000163644
1952.49065167822	-0.469372608033437	0.0826056923109192	-5.68208551859559	1.330620926203e-08	5.47876715985635e-07	ENSG00000058063	ATP11B	protein_coding	chr3	182793500	182921635	chr3:182793500	ATP11B	protein_coding	chr3	182793503	182921629	chr3:182793503	ENSG00000058063
3427.07501613671	0.374570819501411	0.0659418395145776	5.68032105653659	1.34442141363457e-08	5.52029831278017e-07	ENSG00000120889	TNFRSF10B	protein_coding	chr8	23020133	23069179	chr8:23020133	TNFRSF10B	protein_coding	chr8	23020133	23069031	chr8:23020133	ENSG00000120889
2506.09459748582	-0.394391930831538	0.0694431429581089	-5.67935024296715	1.35207369091428e-08	5.53642516301648e-07	ENSG00000119392	GLE1	protein_coding	chr9	128504700	128542288	chr9:128504700	GLE1	protein_coding	chr9	128504655	128543874	chr9:128504655	ENSG00000119392
9712.5481529921	0.468359890487473	0.0824775951109072	5.67863175275264	1.35776430117444e-08	5.53990126543526e-07	ENSG00000114850	SSR3	protein_coding	chr3	156540140	156555184	chr3:156540140	SSR3	protein_coding	chr3	156539553	156555149	chr3:156539553	ENSG00000114850
616.155705219646	-0.704882937228648	0.12424650999223	-5.67326146442851	1.40104139783462e-08	5.68991238727151e-07	ENSG00000188312	CENPP	protein_coding	chr9	92325484	92620533	chr9:92325484	CENPP	protein_coding	chr9	92325953	92620529	chr9:92325953	ENSG00000188312
9257.19921211909	-0.400961969762289	0.0711986356048901	-5.63159625680735	1.7854927701624e-08	7.17285527991727e-07	ENSG00000100697	DICER1	protein_coding	chr14	95086228	95158010	chr14:95086228	DICER1	protein_coding	chr14	95086228	95158010	chr14:95086228	ENSG00000100697
4782.52892014609	0.353888112295235	0.062881367683751	5.6278691976778	1.82449353869994e-08	7.30977680841937e-07	ENSG00000162783	IER5	protein_coding	chr1	181088712	181092899	chr1:181088712	IER5	protein_coding	chr1	181088700	181092900	chr1:181088700	ENSG00000162783
2019.03235040934	0.573983824666496	0.102034407701174	5.62539478199854	1.85084194305187e-08	7.3865230127616e-07	ENSG00000113742	CPEB4	protein_coding	chr5	173888280	173961976	chr5:173888280	CPEB4	protein_coding	chr5	173888349	173961980	chr5:173888349	ENSG00000113742
1849.74791839792	-0.403470844200971	0.0717263792418966	-5.62513887450346	1.85358791964483e-08	7.3865230127616e-07	ENSG00000057019	DCBLD2	protein_coding	chr3	98795941	98901689	chr3:98795941	DCBLD2	protein_coding	chr3	98795941	98901695	chr3:98795941	ENSG00000057019
29005.6121593444	0.338133908081339	0.0602015981815654	5.61669321571069	1.94646568542394e-08	7.69475158195252e-07	ENSG00000185624	P4HB	protein_coding	chr17	81843159	81860694	chr17:81843159	P4HB	protein_coding	chr17	81843159	81860856	chr17:81843159	ENSG00000185624
227.741504607513	-0.819388101572916	0.146012829577869	-5.61175414476804	2.00285862080696e-08	7.89668184076252e-07	ENSG00000166033	HTRA1	protein_coding	chr10	122461525	122514908	chr10:122461525	HTRA1	protein_coding	chr10	122458551	122514907	chr10:122458551	ENSG00000166033
1430.95593167561	-0.512795372396542	0.0915366830364445	-5.60207509586487	2.11800751966528e-08	8.30661313253423e-07	ENSG00000107779	BMPR1A	protein_coding	chr10	86756650	86932838	chr10:86756650	BMPR1A	protein_coding	chr10	86756601	86932825	chr10:86756601	ENSG00000107779
1371.76957517992	-0.472174654336662	0.0844528682650356	-5.59098422631251	2.25786093964241e-08	8.76262271719184e-07	ENSG00000106460	TMEM106B	protein_coding	chr7	12211241	12243367	chr7:12211241	TMEM106B	protein_coding	chr7	12211270	12243367	chr7:12211270	ENSG00000106460
6551.80468108803	0.512869666248865	0.0917847044810015	5.58774655481975	2.30035032385113e-08	8.90427271190709e-07	ENSG00000140941	MAP1LC3B	protein_coding	chr16	87383995	87404779	chr16:87383995	MAP1LC3B	protein_coding	chr16	87383953	87404779	chr16:87383953	ENSG00000140941
3438.17068652408	-0.413027863680806	0.0742118048889739	-5.56552780650902	2.61360100012577e-08	9.98677770330836e-07	ENSG00000135250	SRPK2	protein_coding	chr7	105110704	105399308	chr7:105110704	SRPK2	protein_coding	chr7	105110704	105399308	chr7:105110704	ENSG00000135250
2589.42042802527	0.506885182756815	0.0910902424420734	5.56464851961676	2.62681323355997e-08	1.00115261291373e-06	ENSG00000237330	RNF223	protein_coding	chr1	1070966	1074307	chr1:1070966	RNF223	protein_coding	chr1	1070967	1074306	chr1:1070967	ENSG00000237330
510.063216762168	0.613320850597058	0.110416446843497	5.55461498834835	2.78224313545429e-08	1.05498117258655e-06	ENSG00000138678	GPAT3	protein_coding	chr4	83535914	83605875	chr4:83535914	GPAT3	protein_coding	chr4	83535914	83605875	chr4:83535914	ENSG00000138678
1318.2644337264	-0.458165161385652	0.0825222113983354	-5.55202234188908	2.82383492592595e-08	1.06531681063359e-06	ENSG00000156531	PHF6	protein_coding	chrX	134373253	134428791	chrX:134373253	PHF6	protein_coding	chrX	134373288	134428791	chrX:134373288	ENSG00000156531
1100.68281545681	-0.46391622922507	0.0836992265791395	-5.54265849501521	2.97913535590893e-08	1.12105994760077e-06	ENSG00000174840	PDE12	protein_coding	chr3	57556276	57566844	chr3:57556276	PDE12	protein_coding	chr3	57556274	57566848	chr3:57556274	ENSG00000174840
1625.93247099488	-0.404719705383753	0.0731416589758146	-5.53336786519404	3.14139656680438e-08	1.1761641956922e-06	ENSG00000130714	POMT1	protein_coding	chr9	131502902	131523806	chr9:131502902	POMT1	protein_coding	chr9	131502789	131523806	chr9:131502789	ENSG00000130714
632.764320246544	-0.546806269908425	0.0989324049313501	-5.52706941964928	3.25624141111971e-08	1.21001930837209e-06	ENSG00000179163	FUCA1	protein_coding	chr1	23845077	23868294	chr1:23845077	FUCA1	protein_coding	chr1	23845077	23868290	chr1:23845077	ENSG00000179163
2193.09781624165	-0.442109945874121	0.0805764809315314	-5.48683611846733	4.09196428001921e-08	1.50925451757334e-06	ENSG00000108262	GIT1	protein_coding	chr17	29573469	29594054	chr17:29573469	GIT1	protein_coding	chr17	29573475	29594054	chr17:29573475	ENSG00000108262
546.644367951769	-0.59673723934793	0.108797393467486	-5.48484867448837	4.13823503689782e-08	1.52254271258538e-06	ENSG00000119900	OGFRL1	protein_coding	chr6	71288803	71308950	chr6:71288803	OGFRL1	protein_coding	chr6	71288811	71309059	chr6:71288811	ENSG00000119900
4267.15928278575	-0.382176610436141	0.0699406462908532	-5.46429909793559	4.64739375728342e-08	1.70144977360248e-06	ENSG00000112159	MDN1	protein_coding	chr6	89642499	89819723	chr6:89642499	MDN1	protein_coding	chr6	89642498	89819794	chr6:89642498	ENSG00000112159
2136.40080211576	-0.395836308198236	0.0724978554573503	-5.4599726529994	4.76207929095729e-08	1.73915347864347e-06	ENSG00000147853	AK3	protein_coding	chr9	4709559	4742043	chr9:4709559	AK3	protein_coding	chr9	4709556	4742043	chr9:4709556	ENSG00000147853
2967.69789945708	0.380567412902991	0.0697435643393787	5.45666709907618	4.85154707686375e-08	1.7674851899633e-06	ENSG00000177426	TGIF1	protein_coding	chr18	3411608	3459978	chr18:3411608	TGIF1	protein_coding	chr18	3411608	3459978	chr18:3411608	ENSG00000177426
4942.7204670774	0.345052340536222	0.0634633653673835	5.43703187719003	5.41754487487364e-08	1.96405822000297e-06	ENSG00000175215	CTDSP2	protein_coding	chr12	57819927	57846739	chr12:57819927	CTDSP2	protein_coding	chr12	57819927	57846729	chr12:57819927	ENSG00000175215
2504.33605878211	0.412239254655957	0.0759217114967161	5.42979401450647	5.64191330561825e-08	2.03547085860946e-06	ENSG00000197063	MAFG	protein_coding	chr17	81918270	81927714	chr17:81918270	MAFG	protein_coding	chr17	81918270	81927735	chr17:81918270	ENSG00000197063
4117.85666582531	-0.388810902481699	0.0716651491188574	-5.42538328967755	5.78303071125848e-08	2.0813309562263e-06	ENSG00000122257	RBBP6	protein_coding	chr16	24537693	24572863	chr16:24537693	RBBP6	protein_coding	chr16	24537693	24572863	chr16:24537693	ENSG00000122257
3002.89318315028	-0.397150973529989	0.0732888601112708	-5.41898145130125	5.9939535248137e-08	2.14684639018869e-06	ENSG00000073584	SMARCE1	protein_coding	chr17	40624962	40648508	chr17:40624962	SMARCE1	protein_coding	chr17	40624962	40648654	chr17:40624962	ENSG00000073584
1805.14653289933	-0.452998120320198	0.083648436567264	-5.41550014453563	6.11176226987717e-08	2.17523330665269e-06	ENSG00000181827	RFX7	protein_coding	chr15	56087280	56243266	chr15:56087280	RFX7	protein_coding	chr15	56087280	56245082	chr15:56087280	ENSG00000181827
727.767109374161	0.530155088007097	0.0978986979548248	5.41534360601748	6.11711196300339e-08	2.17523330665269e-06	ENSG00000107731	UNC5B	protein_coding	chr10	71212570	71302864	chr10:71212570	UNC5B	protein_coding	chr10	71212570	71302864	chr10:71212570	ENSG00000107731
4141.71260835124	0.394099158113364	0.0728399038719859	5.41048432471826	6.28545250810731e-08	2.22445157334541e-06	ENSG00000076604	TRAF4	protein_coding	chr17	28743984	28750958	chr17:28743984	TRAF4	protein_coding	chr17	28744011	28750956	chr17:28744011	ENSG00000076604
243.131615772903	-0.772912463229109	0.14310088805397	-5.40117167503257	6.6207026177772e-08	2.32099348374152e-06	ENSG00000134461	ANKRD16	protein_coding	chr10	5861617	5889906	chr10:5861617	ANKRD16	protein_coding	chr10	5861616	5889906	chr10:5861616	ENSG00000134461
7133.57953267815	-0.444473880565351	0.082286907616283	-5.40151396426275	6.60807939488648e-08	2.32099348374152e-06	ENSG00000148337	CIZ1	protein_coding	chr9	128166064	128204383	chr9:128166064	CIZ1	protein_coding	chr9	128161251	128204383	chr9:128161251	ENSG00000148337
826.565008920252	-0.528173360514853	0.0978234581354147	-5.39925055382642	6.69198595916635e-08	2.3404630422835e-06	ENSG00000130684	ZNF337	protein_coding	chr20	25674215	25696841	chr20:25674215	ZNF337	protein_coding	chr20	25673195	25696853	chr20:25673195	ENSG00000130684
5514.45322415946	0.362230191129462	0.0672155024779651	5.38908700784034	7.08165170006612e-08	2.45938483340614e-06	ENSG00000116044	NFE2L2	protein_coding	chr2	177227595	177392697	chr2:177227595	NFE2L2	protein_coding	chr2	177218667	177392756	chr2:177218667	ENSG00000116044
1246.33876656795	-0.44736555213612	0.0832309872765256	-5.37498793147555	7.65878117852464e-08	2.64744473110675e-06	ENSG00000065154	OAT	protein_coding	chr10	124397303	124418976	chr10:124397303	OAT	protein_coding	chr10	124397303	124418976	chr10:124397303	ENSG00000065154
3451.4210630538	0.342481055045351	0.0638098308053307	5.36721459253172	7.99618986532555e-08	2.75128162403238e-06	ENSG00000168610	STAT3	protein_coding	chr17	42313324	42388568	chr17:42313324	STAT3	protein_coding	chr17	42313324	42388540	chr17:42313324	ENSG00000168610
869.243452412044	-0.481546639474747	0.0897909307362612	-5.36297636661292	8.18617203043088e-08	2.81014459723613e-06	ENSG00000128581	IFT22	protein_coding	chr7	101313367	101321823	chr7:101313367	IFT22	protein_coding	chr7	101310914	101321823	chr7:101310914	ENSG00000128581
3803.96680817282	-0.355042459385589	0.0662223028895761	-5.36137288939669	8.25918291437549e-08	2.82867499629671e-06	ENSG00000107263	RAPGEF1	protein_coding	chr9	131576770	131740074	chr9:131576770	RAPGEF1	protein_coding	chr9	131576770	131740076	chr9:131576770	ENSG00000107263
2590.20658395532	-0.36139074218622	0.0676302908823901	-5.34362247257938	9.11072219503514e-08	3.10600400704134e-06	ENSG00000055130	CUL1	protein_coding	chr7	148697914	148801036	chr7:148697914	CUL1	protein_coding	chr7	148697914	148801110	chr7:148697914	ENSG00000055130
551.807412148512	-0.5735728576583	0.107374826514438	-5.34178146105014	9.20375724400489e-08	3.13054113672514e-06	ENSG00000240857	RDH14	protein_coding	chr2	18554723	18560680	chr2:18554723	RDH14	protein_coding	chr2	18554723	18560679	chr2:18554723	ENSG00000240857
2697.51232113953	-0.367917169196311	0.0689728758869925	-5.33422978910026	9.5950952622909e-08	3.24139763587936e-06	ENSG00000100403	ZC3H7B	protein_coding	chr22	41301522	41360147	chr22:41301522	ZC3H7B	protein_coding	chr22	41301525	41360147	chr22:41301525	ENSG00000100403
1845.57075695406	-0.414937269017848	0.0779331595261966	-5.32427110026727	1.01358646328539e-07	3.39323179961128e-06	ENSG00000213064	SFT2D2	protein_coding	chr1	168225938	168253025	chr1:168225938	SFT2D2	protein_coding	chr1	168225938	168253021	chr1:168225938	ENSG00000213064
3595.07776524267	0.346488128939768	0.0651159512503331	5.32109448278996	1.03144812628818e-07	3.44526852789831e-06	ENSG00000125037	EMC3	protein_coding	chr3	9962537	10011116	chr3:9962537	EMC3	protein_coding	chr3	9962682	10011202	chr3:9962682	ENSG00000125037
12428.2053038755	-0.316256581621635	0.0595850932626405	-5.30764599507517	1.11050051090837e-07	3.69272474141881e-06	ENSG00000106682	EIF4H	protein_coding	chr7	74174245	74197101	chr7:74174245	EIF4H	protein_coding	chr7	74174231	74197122	chr7:74174231	ENSG00000106682
3302.57495476878	0.450692577227527	0.084979581316015	5.3035396297321	1.13578532849278e-07	3.76837346489213e-06	ENSG00000196352	CD55	protein_coding	chr1	207321508	207386804	chr1:207321508	CD55	protein_coding	chr1	207321519	207386804	chr1:207321519	ENSG00000196352
3991.07478281952	0.401001130288061	0.0756176406386178	5.3030103412572	1.13908466092414e-07	3.77090298440454e-06	ENSG00000175793	SFN	protein_coding	chr1	26863138	26864457	chr1:26863138	SFN	protein_coding	chr1	26863149	26864456	chr1:26863149	ENSG00000175793
827.219314793246	-0.497273203167608	0.0938022864912093	-5.30129085088144	1.14986727598431e-07	3.79813937560682e-06	ENSG00000153574	RPIA	protein_coding	chr2	88691644	88750935	chr2:88691644	RPIA	protein_coding	chr2	88691673	88750929	chr2:88691673	ENSG00000153574
909.404556412948	-0.469066849551947	0.0885214946745381	-5.29890340506041	1.16500242895789e-07	3.83960002306654e-06	ENSG00000164323	CFAP97	protein_coding	chr4	185159665	185209504	chr4:185159665	CFAP97	protein_coding	chr4	185159665	185209504	chr4:185159665	ENSG00000164323
333.298313361791	-0.789567084313329	0.149139889293468	-5.29413752453356	1.19579420660429e-07	3.93236395729341e-06	ENSG00000164114	MAP9	protein_coding	chr4	155342658	155376970	chr4:155342658	MAP9	protein_coding	chr4	155342658	155376970	chr4:155342658	ENSG00000164114
3294.22090869802	-0.38033793438294	0.0719964935053257	-5.28272858670271	1.27273879471518e-07	4.13960381720928e-06	ENSG00000198420	TCAF1	protein_coding	chr7	143851375	143902198	chr7:143851375	TCAF1	protein_coding	chr7	143851375	143902198	chr7:143851375	ENSG00000198420
7767.98762757777	0.342058662306421	0.064788962187359	5.2795823664723	1.29478665616424e-07	4.18917102438534e-06	ENSG00000106105	GARS	protein_coding	chr7	30594681	30634033	chr7:30594681	GARS1	protein_coding	chr7	30580533	30634033	chr7:30580533	ENSG00000106105
2780.95581698552	-0.455336102105738	0.0862424084022976	-5.27972386835161	1.29378716251603e-07	4.18917102438534e-06	ENSG00000144711	IQSEC1	protein_coding	chr3	12897220	13073117	chr3:12897220	IQSEC1	protein_coding	chr3	12897043	13283281	chr3:12897043	ENSG00000144711
315.148846275854	0.710252874908632	0.134862164223128	5.26650954328099	1.39042022057502e-07	4.47342124645609e-06	ENSG00000128965	CHAC1	protein_coding	chr15	40952962	40956519	chr15:40952962	CHAC1	protein_coding	chr15	40952962	40956512	chr15:40952962	ENSG00000128965
425.481707137921	0.692492054553996	0.131526235915191	5.26504883026166	1.40152100903867e-07	4.49939703636085e-06	ENSG00000114541	FRMD4B	protein_coding	chr3	69169990	69542583	chr3:69169990	FRMD4B	protein_coding	chr3	69168782	69542583	chr3:69168782	ENSG00000114541
950.959867425492	-0.446483053011579	0.0848394520087561	-5.26268195326744	1.41969047450498e-07	4.54790500281078e-06	ENSG00000135766	EGLN1	protein_coding	chr1	231363751	231425044	chr1:231363751	EGLN1	protein_coding	chr1	231363751	231422287	chr1:231363751	ENSG00000135766
205.967423883507	-0.807886771264371	0.153874079297811	-5.25031100072916	1.5184262836095e-07	4.85373941496164e-06	ENSG00000074657	ZNF532	protein_coding	chr18	58862600	58986480	chr18:58862600	ZNF532	protein_coding	chr18	58862600	58986480	chr18:58862600	ENSG00000074657
2524.98680172107	0.366024780328906	0.0697663435491197	5.2464377765649	1.55068187185227e-07	4.94620930111849e-06	ENSG00000135334	AKIRIN2	protein_coding	chr6	87675072	87702209	chr6:87675072	AKIRIN2	protein_coding	chr6	87674860	87702233	chr6:87674860	ENSG00000135334
1690.46653731291	-0.433295111956999	0.0826121367127655	-5.2449328778836	1.56339232959552e-07	4.96618459845864e-06	ENSG00000186575	NF2	protein_coding	chr22	29603556	29698598	chr22:29603556	NF2	protein_coding	chr22	29603556	29698598	chr22:29603556	ENSG00000186575
1312.97650764505	0.463719014473876	0.0884132297732968	5.24490526658638	1.56362647475689e-07	4.96618459845864e-06	ENSG00000163874	ZC3H12A	protein_coding	chr1	37474552	37484379	chr1:37474552	ZC3H12A	protein_coding	chr1	37474580	37484377	chr1:37474580	ENSG00000163874
861.356329365094	-0.463580530414166	0.0885275693836186	-5.23656679655715	1.63591053534129e-07	5.18468532991748e-06	ENSG00000178996	SNX18	protein_coding	chr5	54517759	54546585	chr5:54517759	SNX18	protein_coding	chr5	54517759	54546586	chr5:54517759	ENSG00000178996
5373.06355523653	0.455918391314116	0.0871840651514247	5.22937753042668	1.70081726971118e-07	5.36750486135604e-06	ENSG00000067082	KLF6	protein_coding	chr10	3775996	3785281	chr10:3775996	KLF6	protein_coding	chr10	3775996	3785281	chr10:3775996	ENSG00000067082
345.752882205793	-0.701499148078559	0.134187330077677	-5.2277599358485	1.71576085139366e-07	5.40319264727019e-06	ENSG00000137834	SMAD6	protein_coding	chr15	66702228	66782848	chr15:66702228	SMAD6	protein_coding	chr15	66702236	66782849	chr15:66702236	ENSG00000137834
841.600940247475	0.468383276370508	0.0897877121468109	5.21656321529454	1.82273387533068e-07	5.69183116027631e-06	ENSG00000163703	CRELD1	protein_coding	chr3	9933822	9945413	chr3:9933822	CRELD1	protein_coding	chr3	9933793	9945413	chr3:9933793	ENSG00000163703
9081.7557013712	0.509046341913711	0.0976293252733864	5.214072108849	1.8473960056562e-07	5.75674931406159e-06	ENSG00000198380	GFPT1	protein_coding	chr2	69319769	69387254	chr2:69319769	GFPT1	protein_coding	chr2	69319780	69387250	chr2:69319780	ENSG00000198380
