Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_id.84	gene_type.84	chr	start	stop	loc.84	gene_name.107	gene_type.107	chr.107	start.107	stop.107	loc.107	gene_id.107
AKIP1	1076.40538058411	-0.0177399928974455	0.0369286075654352	-0.480386184775891	0.630952815989364	0.86800496009461	ENSG00000166452	protein_coding	chr11	8911139	8920084	chr11:8911139	AKIP1	protein_coding	chr11	8911139	8920084	chr11:8911139	ENSG00000166452
AKIRIN1	7458.93476549721	-0.109757599397744	0.0280210394196739	-3.91697102144903	8.96685227629394e-05	0.00646559864966773	ENSG00000174574	protein_coding	chr1	38991223	39006059	chr1:38991223	AKIRIN1	protein_coding	chr1	38991276	39006059	chr1:38991276	ENSG00000174574
AKIRIN2	4265.68488885251	-0.00990606955007047	0.0303109509563901	-0.326814871771025	0.743807910514131	0.917454729692332	ENSG00000135334	protein_coding	chr6	87675072	87702209	chr6:87675072	AKIRIN2	protein_coding	chr6	87674860	87702233	chr6:87674860	ENSG00000135334
AKNA	10716.0254187758	0.0309078470013184	0.0337648967392071	0.915384022644702	0.359990063101422	0.709946671212807	ENSG00000106948	protein_coding	chr9	114334156	114394405	chr9:114334156	AKNA	protein_coding	chr9	114334156	114394405	chr9:114334156	ENSG00000106948
AKR1A1	6352.34684619568	0.019069784617076	0.0319447376583904	0.596961691186944	0.550532957659795	0.829883299331353	ENSG00000117448	protein_coding	chr1	45550543	45570049	chr1:45550543	AKR1A1	protein_coding	chr1	45550543	45570049	chr1:45550543	ENSG00000117448
AKR1B1	5450.19408400781	0.0758003657102195	0.0408335789995142	1.85632431854972	0.0634073448371493	0.334971682907887	ENSG00000085662	protein_coding	chr7	134442350	134459284	chr7:134442350	AKR1B1	protein_coding	chr7	134442356	134459284	chr7:134442356	ENSG00000085662
AKR7A2	2425.96136451731	-0.000839306824348605	0.0411732288062535	-0.0203847706066017	0.983736432622693	0.995181793851465	ENSG00000053371	protein_coding	chr1	19303965	19312146	chr1:19303965	AKR7A2	protein_coding	chr1	19303965	19312144	chr1:19303965	ENSG00000053371
AKT1	6295.24971396806	0.0324667702600644	0.0236832442629853	1.37087511742666	0.170413889247192	0.523800396129656	ENSG00000142208	protein_coding	chr14	104769349	104795751	chr14:104769349	AKT1	protein_coding	chr14	104769349	104795751	chr14:104769349	ENSG00000142208
AKT1S1	1325.95873531291	-0.00366456667403137	0.0353835285824397	-0.103567021742711	0.917512959722519	0.977847083468129	ENSG00000204673	protein_coding	chr19	49869033	49878459	chr19:49869033	AKT1S1	protein_coding	chr19	49869033	49878459	chr19:49869033	ENSG00000204673
AKT2	8432.1839417248	-0.0116564300378829	0.0217037602519985	-0.537069609253979	0.591219532289883	0.849959936817722	ENSG00000105221	protein_coding	chr19	40230317	40285536	chr19:40230317	AKT2	protein_coding	chr19	40230317	40285536	chr19:40230317	ENSG00000105221
AKT3	1732.85800901103	-0.277982908344054	0.0788097031902649	-3.5272675456338	0.000419872260955927	0.0178066251596675	ENSG00000117020	protein_coding	chr1	243488233	243851079	chr1:243488233	AKT3	protein_coding	chr1	243488233	243851079	chr1:243488233	ENSG00000117020
AKTIP	633.466284257923	-0.0490178695240694	0.0323829874718942	-1.51369201395062	0.130103971378507	0.468085778107178	ENSG00000166971	protein_coding	chr16	53491040	53504411	chr16:53491040	AKTIP	protein_coding	chr16	53491040	53504411	chr16:53491040	ENSG00000166971
AL133493.2	480.482716474694	-0.402946419135355	0.117807345506368	-3.42038450491675	0.000625326821310238	0.0231228399253151	ENSG00000233922	lincRNA	chr21	45593654	45603056	chr21:45593654	LINC01694	lncRNA	chr21	45590771	45603088	chr21:45590771	ENSG00000233922
AL450992.2	72.9894911559004	-0.180444085559393	0.166276236235982	-1.08520669967116	0.277830117570177	0.643117013722728	ENSG00000234614	antisense	chr1	151841877	151850385	chr1:151841877	C2CD4D-AS1	lncRNA	chr1	151841877	151850385	chr1:151841877	ENSG00000234614
ALAD	1583.31824380731	-0.0174242474938039	0.0296002925377387	-0.588651192267404	0.556095285449104	0.833147952192534	ENSG00000148218	protein_coding	chr9	113386317	113401333	chr9:113386317	ALAD	protein_coding	chr9	113386312	113401290	chr9:113386312	ENSG00000148218
ALAS1	4890.97144062593	-0.0889652327538551	0.0368688314853527	-2.41302013569915	0.0158209455102326	0.166432710707441	ENSG00000023330	protein_coding	chr3	52198086	52214327	chr3:52198086	ALAS1	protein_coding	chr3	52198086	52214327	chr3:52198086	ENSG00000023330
ALCAM	8243.89087857755	-0.00559652238103325	0.0534055298019727	-0.104792938143018	0.916540113741767	0.977803398426715	ENSG00000170017	protein_coding	chr3	105366909	105576900	chr3:105366909	ALCAM	protein_coding	chr3	105366909	105576900	chr3:105366909	ENSG00000170017
ALDH16A1	1259.89503906905	0.0104106850973686	0.0553376258499737	0.188130317075638	0.850774495807291	0.958259028429829	ENSG00000161618	protein_coding	chr19	49453169	49471048	chr19:49453169	ALDH16A1	protein_coding	chr19	49453225	49471050	chr19:49453225	ENSG00000161618
ALDH18A1	9423.12288911101	0.0451816417211307	0.0257480859280757	1.75475729913829	0.0793008303963718	0.374884530218361	ENSG00000059573	protein_coding	chr10	95605929	95656706	chr10:95605929	ALDH18A1	protein_coding	chr10	95605941	95656711	chr10:95605941	ENSG00000059573
ALDH1B1	2720.66323319687	-0.0425205537023177	0.046558296909368	-0.913275538946144	0.361097643932923	0.710642353389751	ENSG00000137124	protein_coding	chr9	38392664	38398661	chr9:38392664	ALDH1B1	protein_coding	chr9	38392702	38398661	chr9:38392702	ENSG00000137124
ALDH1L2	1748.47546477309	-0.127550629398832	0.137624275864846	-0.926803273603366	0.354028684989463	0.70569165797691	ENSG00000136010	protein_coding	chr12	105019784	105084577	chr12:105019784	ALDH1L2	protein_coding	chr12	105019784	105107643	chr12:105019784	ENSG00000136010
ALDH2	1534.93948829797	0.16265785501622	0.116120628158825	1.40076623417626	0.161283988913489	0.512311525234502	ENSG00000111275	protein_coding	chr12	111766887	111817529	chr12:111766887	ALDH2	protein_coding	chr12	111766887	111817532	chr12:111766887	ENSG00000111275
ALDH3A2	2087.8227995258	-0.0263670771944688	0.0522613149746258	-0.504523799435025	0.613893342197305	0.861104021266712	ENSG00000072210	protein_coding	chr17	19648136	19677598	chr17:19648136	ALDH3A2	protein_coding	chr17	19648136	19685760	chr17:19648136	ENSG00000072210
ALDH4A1	694.651513440809	-0.299155041321021	0.0634278053715996	-4.71646527210558	2.39977305912374e-06	0.000380078146671545	ENSG00000159423	protein_coding	chr1	18871430	18902781	chr1:18871430	ALDH4A1	protein_coding	chr1	18871430	18902724	chr1:18871430	ENSG00000159423
ALDH5A1	2747.91579191389	0.123871824140354	0.0655272717218496	1.89038580251236	0.0587063808197797	0.323490372341815	ENSG00000112294	protein_coding	chr6	24494852	24537207	chr6:24494852	ALDH5A1	protein_coding	chr6	24494867	24537207	chr6:24494867	ENSG00000112294
ALDH6A1	1564.9502989334	-0.0929779306477085	0.0415833426557654	-2.23594171871648	0.0253555890821879	0.213072315116683	ENSG00000119711	protein_coding	chr14	74056850	74084493	chr14:74056850	ALDH6A1	protein_coding	chr14	74056847	74084492	chr14:74056847	ENSG00000119711
ALDH7A1	450.782216379327	-0.0865655700927788	0.167262491688009	-0.517543229322731	0.604776999978935	0.855613765285218	ENSG00000164904	protein_coding	chr5	126541841	126595418	chr5:126541841	ALDH7A1	protein_coding	chr5	126531200	126595362	chr5:126531200	ENSG00000164904
ALDH9A1	4463.04392380761	-0.0991464580126071	0.0337506563808427	-2.93761569830932	0.0033074673356452	0.0690154639056897	ENSG00000143149	protein_coding	chr1	165662216	165698863	chr1:165662216	ALDH9A1	protein_coding	chr1	165662216	165698562	chr1:165662216	ENSG00000143149
ALDOA	106710.678171474	-0.0615125923678919	0.0453402133888949	-1.3566895206311	0.174879883604861	0.529823053083261	ENSG00000149925	protein_coding	chr16	30053090	30070457	chr16:30053090	ALDOA	protein_coding	chr16	30064164	30070457	chr16:30064164	ENSG00000149925
ALDOC	22345.9052559451	-0.0219228739860639	0.0681551484202671	-0.321661305040086	0.747709295178034	0.918766562074957	ENSG00000109107	protein_coding	chr17	28573115	28577264	chr17:28573115	ALDOC	protein_coding	chr17	28573115	28576948	chr17:28573115	ENSG00000109107
ALG1	1031.69266367193	-0.0222901662864545	0.0525882812102939	-0.423861852364387	0.671666566378928	0.885784937580352	ENSG00000033011	protein_coding	chr16	5033960	5087379	chr16:5033960	ALG1	protein_coding	chr16	5033702	5087379	chr16:5033702	ENSG00000033011
ALG10	625.89396666069	-0.0207543021181532	0.0328902925303439	-0.631016039124786	0.528030037250896	0.817295808029903	ENSG00000139133	protein_coding	chr12	34022281	34029694	chr12:34022281	ALG10	protein_coding	chr12	34022468	34029694	chr12:34022468	ENSG00000139133
ALG10B	1851.38128306944	0.0615879552109415	0.0480033094994024	1.28299394048463	0.19949419900846	0.558510980215677	ENSG00000175548	protein_coding	chr12	38316578	38329728	chr12:38316578	ALG10B	protein_coding	chr12	38316762	38329721	chr12:38316762	ENSG00000175548
ALG11	807.818842286798	-0.0139664545169306	0.0350848140933586	-0.398076913839892	0.690573491249053	0.894357070871301	ENSG00000253710	protein_coding	chr13	52012398	52029664	chr13:52012398	ALG11	protein_coding	chr13	52012391	52079232	chr13:52012391	ENSG00000253710
ALG12	1247.73969240849	0.0442408111537778	0.029087481717603	1.52095707642523	0.128270609231516	0.465031907729822	ENSG00000182858	protein_coding	chr22	49900229	49918458	chr22:49900229	ALG12	protein_coding	chr22	49900229	49918438	chr22:49900229	ENSG00000182858
ALG2	2903.043941073	0.0352275170864459	0.041584181200185	0.847137446733933	0.396918514913486	0.738651847110205	ENSG00000119523	protein_coding	chr9	99216426	99221956	chr9:99216426	ALG2	protein_coding	chr9	99216425	99221942	chr9:99216425	ENSG00000119523
ALG3	1535.59908881431	-0.0445187343072215	0.0376551524310256	-1.18227470699443	0.237096718137677	0.603072889134626	ENSG00000214160	protein_coding	chr3	184242301	184249548	chr3:184242301	ALG3	protein_coding	chr3	184242301	184249548	chr3:184242301	ENSG00000214160
ALG5	1998.82507598392	-0.0164695648853461	0.0406680344007037	-0.404975679991585	0.685495387686218	0.892288080950691	ENSG00000120697	protein_coding	chr13	36949775	37000261	chr13:36949775	ALG5	protein_coding	chr13	36949738	37000763	chr13:36949738	ENSG00000120697
ALG6	774.240184687737	-0.00380313319937226	0.0461477539881542	-0.0824120974630422	0.934319016390225	0.982917770270712	ENSG00000088035	protein_coding	chr1	63367590	63438562	chr1:63367590	ALG6	protein_coding	chr1	63367575	63438553	chr1:63367575	ENSG00000088035
ALG8	2166.85110475115	-0.0236913806599688	0.0400840837898078	-0.591042090027585	0.554492219699648	0.832139043704889	ENSG00000159063	protein_coding	chr11	78100936	78139660	chr11:78100936	ALG8	protein_coding	chr11	78095244	78139660	chr11:78095244	ENSG00000159063
ALG9	1411.27514435555	0.0593616408321665	0.0266416395190703	2.22815269269277	0.0258703345036198	0.215471518015834	ENSG00000086848	protein_coding	chr11	111782195	111871581	chr11:111782195	ALG9	protein_coding	chr11	111782195	111871581	chr11:111782195	ENSG00000086848
ALKBH1	1293.91256314339	-0.0595734747491036	0.0205591492072342	-2.8976624542489	0.00375954974604732	0.0747819098144799	ENSG00000100601	protein_coding	chr14	77672404	77708020	chr14:77672404	ALKBH1	protein_coding	chr14	77672404	77708023	chr14:77672404	ENSG00000100601
ALKBH2	997.39299668067	-0.0191428155392616	0.0363072110238592	-0.527245552589592	0.598023079050893	0.852423430124819	ENSG00000189046	protein_coding	chr12	109088188	109093631	chr12:109088188	ALKBH2	protein_coding	chr12	109088188	109093631	chr12:109088188	ENSG00000189046
ALKBH3	1760.94212905124	-0.00214467484714567	0.0286326470483289	-0.0749031287091858	0.940291787202763	0.984995771903174	ENSG00000166199	protein_coding	chr11	43880811	43920266	chr11:43880811	ALKBH3	protein_coding	chr11	43880811	43920274	chr11:43880811	ENSG00000166199
ALKBH4	641.589752165642	-0.0434829600649283	0.0214678434502271	-2.02549269402598	0.0428167979134609	0.277585501189906	ENSG00000160993	protein_coding	chr7	102456238	102464876	chr7:102456238	ALKBH4	protein_coding	chr7	102456238	102464863	chr7:102456238	ENSG00000160993
ALKBH5	8602.18280371531	0.0315402759871959	0.0371097477766148	0.84991889939687	0.395370177283357	0.73781589230204	ENSG00000091542	protein_coding	chr17	18183078	18209954	chr17:18183078	ALKBH5	protein_coding	chr17	18183078	18209954	chr17:18183078	ENSG00000091542
ALKBH6	637.494630406867	0.00810868503372049	0.0338001164560818	0.239901097508244	0.810406930012426	0.942455225539293	ENSG00000239382	protein_coding	chr19	36009120	36014239	chr19:36009120	ALKBH6	protein_coding	chr19	36009120	36014239	chr19:36009120	ENSG00000239382
ALKBH7	1771.96162344138	-0.0607484467205206	0.0496855540947458	-1.22265813126847	0.221458847006556	0.586066341295291	ENSG00000125652	protein_coding	chr19	6372433	6375251	chr19:6372433	ALKBH7	protein_coding	chr19	6372794	6375250	chr19:6372794	ENSG00000125652
ALKBH8	1060.2864481204	-0.0587248292368834	0.041364233207798	-1.4197006612421	0.155694845547354	0.504938380899326	ENSG00000137760	protein_coding	chr11	107502726	107565746	chr11:107502726	ALKBH8	protein_coding	chr11	107502727	107565742	chr11:107502727	ENSG00000137760
ALMS1	2555.71093543713	0.00482219250046993	0.0437384410800994	0.110250671523453	0.912210577108848	0.97625740370541	ENSG00000116127	protein_coding	chr2	73385758	73610793	chr2:73385758	ALMS1	protein_coding	chr2	73385758	73625166	chr2:73385758	ENSG00000116127
ALMS1-IT1	81.6389241722169	-0.136789664969652	0.073510211111717	-1.8608253588303	0.0627688431447068	0.334020834430156	ENSG00000230002	sense_intronic	chr2	73456764	73459484	chr2:73456764	ALMS1-IT1	lncRNA	chr2	73456764	73459482	chr2:73456764	ENSG00000230002
ALOX12-AS1	134.720277427651	0.0639795243976138	0.0469918950636822	1.36150126124751	0.173355335232504	0.527725392741948	ENSG00000215067	antisense	chr17	6876635	7012349	chr17:6876635	ALOX12-AS1	lncRNA	chr17	6875232	7012530	chr17:6875232	ENSG00000215067
ALOX5	2645.730995796	-0.217577234453859	0.0819722777162565	-2.65427825742494	0.00794782572143058	0.114906624797333	ENSG00000012779	protein_coding	chr10	45374176	45446119	chr10:45374176	ALOX5	protein_coding	chr10	45374176	45446119	chr10:45374176	ENSG00000012779
ALOX5AP	1522.24464304117	-0.0124135279425159	0.109146143277124	-0.113733088222804	0.909449382088482	0.975799045119139	ENSG00000132965	protein_coding	chr13	30713478	30764426	chr13:30713478	ALOX5AP	protein_coding	chr13	30713478	30764426	chr13:30713478	ENSG00000132965
ALPK1	2578.18846731372	0.0212949895296746	0.0569175770618365	0.374137316255385	0.708302157054514	0.901632760568575	ENSG00000073331	protein_coding	chr4	112285509	112442620	chr4:112285509	ALPK1	protein_coding	chr4	112285509	112442621	chr4:112285509	ENSG00000073331
ALPK2	751.649616287164	-0.0629125564091093	0.0978198787494377	-0.643146947362893	0.520128753981946	0.813147566602226	ENSG00000198796	protein_coding	chr18	58481247	58628957	chr18:58481247	ALPK2	protein_coding	chr18	58481247	58629091	chr18:58481247	ENSG00000198796
ALS2	1121.99293875271	-0.0838759539940461	0.0270074798645835	-3.10565644830999	0.00189857157098737	0.0494333332309218	ENSG00000003393	protein_coding	chr2	201700554	201781189	chr2:201700554	ALS2	protein_coding	chr2	201700267	201782112	chr2:201700267	ENSG00000003393
ALYREF	5666.31245466264	0.0160259409436299	0.0415559866440135	0.385646984655062	0.6997581311523	0.897564514666214	ENSG00000183684	protein_coding	chr17	81887844	81891586	chr17:81887844	ALYREF	protein_coding	chr17	81887835	81891586	chr17:81887835	ENSG00000183684
AMACR	1014.92391275273	-0.0443371176110347	0.047910122112568	-0.925422763625226	0.354746042426375	0.706228537353736	ENSG00000242110	protein_coding	chr5	33986178	34008108	chr5:33986178	AMACR	protein_coding	chr5	33986165	34008104	chr5:33986165	ENSG00000242110
AMBRA1	2386.25679226146	0.0017638264978798	0.0266571011405861	0.0661672283335538	0.947244687577944	0.987151369223184	ENSG00000110497	protein_coding	chr11	46396414	46594125	chr11:46396414	AMBRA1	protein_coding	chr11	46396414	46594125	chr11:46396414	ENSG00000110497
AMD1	9859.2225688613	-0.0699469733597519	0.0328198513145893	-2.13123980024427	0.0330693916812202	0.244678403330303	ENSG00000123505	protein_coding	chr6	110814621	110895713	chr6:110814621	AMD1	protein_coding	chr6	110874770	110898879	chr6:110874770	ENSG00000123505
AMDHD2	802.59159420382	-0.079299354808714	0.0421590245988518	-1.88095800515446	0.0599776316725769	0.326783757898861	ENSG00000162066	protein_coding	chr16	2520357	2531422	chr16:2520357	AMDHD2	protein_coding	chr16	2520357	2531422	chr16:2520357	ENSG00000162066
AMFR	4955.86571875306	-0.0671815738142415	0.0360093852602246	-1.8656684452886	0.062087767043976	0.331961741900624	ENSG00000159461	protein_coding	chr16	56361452	56425538	chr16:56361452	AMFR	protein_coding	chr16	56361452	56425545	chr16:56361452	ENSG00000159461
AMMECR1L	2325.67982526343	-0.00666041919610684	0.0198521323400107	-0.335501450525956	0.737246850699957	0.914489465104028	ENSG00000144233	protein_coding	chr2	127861630	127885922	chr2:127861630	AMMECR1L	protein_coding	chr2	127861630	127885967	chr2:127861630	ENSG00000144233
AMN1	481.430924506863	-0.0894267686904098	0.0706600545075588	-1.2655915610827	0.205659348936535	0.565280112208236	ENSG00000151743	protein_coding	chr12	31671137	31729174	chr12:31671137	AMN1	protein_coding	chr12	31671142	31729121	chr12:31671142	ENSG00000151743
AMOTL1	795.888805551844	0.279534031635936	0.227476607943471	1.22884737100265	0.219129036810298	0.58345999974579	ENSG00000166025	protein_coding	chr11	94706431	94876753	chr11:94706431	AMOTL1	protein_coding	chr11	94706431	94876748	chr11:94706431	ENSG00000166025
AMPD2	3003.27245604682	0.0574202255998076	0.036416687075345	1.57675588339507	0.114851706302	0.445132902052656	ENSG00000116337	protein_coding	chr1	109616104	109632051	chr1:109616104	AMPD2	protein_coding	chr1	109616104	109632051	chr1:109616104	ENSG00000116337
AMPD3	3155.37976711133	0.0927568122711431	0.058277254701763	1.59164690831493	0.111464063837145	0.439082624158587	ENSG00000133805	protein_coding	chr11	10308313	10507579	chr11:10308313	AMPD3	protein_coding	chr11	10308313	10507579	chr11:10308313	ENSG00000133805
AMZ2	6331.82058944211	0.0242869975941397	0.0293007717730414	0.828885934550204	0.407168955143217	0.744840855363469	ENSG00000196704	protein_coding	chr17	68247574	68257164	chr17:68247574	AMZ2	protein_coding	chr17	68205481	68257712	chr17:68205481	ENSG00000196704
ANAPC1	8403.27549031869	-0.00692377322263499	0.0448263724190782	-0.154457584876715	0.877248952188414	0.965701508320244	ENSG00000153107	protein_coding	chr2	111766271	111884690	chr2:111766271	ANAPC1	protein_coding	chr2	111611639	111884690	chr2:111611639	ENSG00000153107
ANAPC10	1158.83927411287	-0.0205022462593367	0.0303183422302685	-0.676232430639568	0.498893085195604	0.799959458472329	ENSG00000164162	protein_coding	chr4	144967112	145098541	chr4:144967112	ANAPC10	protein_coding	chr4	144831908	145098541	chr4:144831908	ENSG00000164162
ANAPC11	1924.13933330024	0.0222692092331857	0.0248670031415671	0.895532489637282	0.370502506027914	0.717596665063615	ENSG00000141552	protein_coding	chr17	81890790	81900991	chr17:81890790	ANAPC11	protein_coding	chr17	81890790	81900991	chr17:81890790	ENSG00000141552
ANAPC13	2494.81081824	-0.0388205742981639	0.0392941604693624	-0.987947670454296	0.32317827717475	0.681428130850634	ENSG00000129055	protein_coding	chr3	134477706	134486716	chr3:134477706	ANAPC13	protein_coding	chr3	134477706	134486716	chr3:134477706	ENSG00000129055
ANAPC15	1724.01344584894	0.072686865591395	0.0311141901114796	2.33613233482742	0.019484345536389	0.186261164262647	ENSG00000110200	protein_coding	chr11	72106378	72112780	chr11:72106378	ANAPC15	protein_coding	chr11	72106378	72112780	chr11:72106378	ENSG00000110200
ANAPC16	7293.32812979438	-0.00396728127883126	0.0238098053030448	-0.16662384376255	0.867666031360908	0.962988265650725	ENSG00000166295	protein_coding	chr10	72216000	72235860	chr10:72216000	ANAPC16	protein_coding	chr10	72216000	72235860	chr10:72216000	ENSG00000166295
ANAPC2	1431.40410028358	0.0439540608833409	0.0331956526821726	1.32409087732581	0.185472864968178	0.541807858298893	ENSG00000176248	protein_coding	chr9	137174784	137188549	chr9:137174784	ANAPC2	protein_coding	chr9	137174784	137188560	chr9:137174784	ENSG00000176248
ANAPC4	1642.09442688206	-0.0561894715581404	0.0400522412197511	-1.40290455282766	0.160645303055608	0.511597445309469	ENSG00000053900	protein_coding	chr4	25377213	25418498	chr4:25377213	ANAPC4	protein_coding	chr4	25377263	25418498	chr4:25377263	ENSG00000053900
ANAPC5	8113.10165032387	-0.0251097643939845	0.0268378555379601	-0.935609939418173	0.349474055163802	0.701379892062933	ENSG00000089053	protein_coding	chr12	121308245	121399896	chr12:121308245	ANAPC5	protein_coding	chr12	121308245	121399896	chr12:121308245	ENSG00000089053
ANAPC7	2910.94062621206	-0.0781894877509966	0.0389558429419114	-2.00713119897285	0.0447356950030968	0.282630902476989	ENSG00000196510	protein_coding	chr12	110372900	110403730	chr12:110372900	ANAPC7	protein_coding	chr12	110372900	110403730	chr12:110372900	ENSG00000196510
ANG	111.376158251038	0.0567800906327426	0.0950225527848147	0.597543309127099	0.550144700797904	0.829819391553011	ENSG00000214274	protein_coding	chr14	20684177	20698971	chr14:20684177	ANG	protein_coding	chr14	20684177	20698971	chr14:20684177	ENSG00000214274
ANGEL1	1330.75952495503	-0.014280965622408	0.0301289936155515	-0.473994113598162	0.635504104842059	0.869359934369775	ENSG00000013523	protein_coding	chr14	76786178	76826246	chr14:76786178	ANGEL1	protein_coding	chr14	76786009	76826246	chr14:76786009	ENSG00000013523
ANGEL2	2254.52289336895	-0.00824190638654603	0.0282381783105735	-0.291871037001701	0.770385228874799	0.926581694900548	ENSG00000174606	protein_coding	chr1	212992182	213015826	chr1:212992182	ANGEL2	protein_coding	chr1	212992182	213015867	chr1:212992182	ENSG00000174606
ANGPTL6	1809.47123715786	-0.128093609383086	0.0625482202385907	-2.04791773282232	0.0405680610056349	0.271340281269183	ENSG00000130812	protein_coding	chr19	10092338	10102796	chr19:10092338	ANGPTL6	protein_coding	chr19	10092338	10102678	chr19:10092338	ENSG00000130812
ANK1	1020.22513812665	-0.0146033852155366	0.156699436784837	-0.0931936037242334	0.925749755764722	0.980161200805182	ENSG00000029534	protein_coding	chr8	41653220	41896762	chr8:41653220	ANK1	protein_coding	chr8	41653220	41896762	chr8:41653220	ENSG00000029534
ANK2	701.091580838082	-0.143519124876596	0.0673952198842623	-2.12951489917327	0.0332116835322919	0.245335481255331	ENSG00000145362	protein_coding	chr4	112818109	113383740	chr4:112818109	ANK2	protein_coding	chr4	112818032	113384221	chr4:112818032	ENSG00000145362
ANKDD1A	335.669645387608	-0.0341207853166933	0.0942902902962634	-0.361869554219046	0.717449512458556	0.905309041453001	ENSG00000166839	protein_coding	chr15	64911902	64958700	chr15:64911902	ANKDD1A	protein_coding	chr15	64911902	64958691	chr15:64911902	ENSG00000166839
ANKFY1	2420.91894527022	-0.0155301393749087	0.0303886937894932	-0.511049914895592	0.609316105501143	0.858572764444614	ENSG00000185722	protein_coding	chr17	4163907	4263977	chr17:4163907	ANKFY1	protein_coding	chr17	4163821	4263995	chr17:4163821	ENSG00000185722
ANKH	1919.8356493164	0.0424760617935249	0.0653258292210577	0.650218486317091	0.515551101550978	0.810379324151549	ENSG00000154122	protein_coding	chr5	14704804	14871778	chr5:14704804	ANKH	protein_coding	chr5	14704800	14871778	chr5:14704800	ENSG00000154122
ANKHD1	7865.70861608966	-0.0239327207820524	0.0371511380432652	-0.644198860185143	0.519446489942109	0.812717255494982	ENSG00000131503	protein_coding	chr5	140401814	140539856	chr5:140401814	ANKHD1	protein_coding	chr5	140401814	140539856	chr5:140401814	ENSG00000131503
ANKHD1-EIF4EBP3	2336.06092244689	0.048679245787798	0.0497181501511938	0.979104122735127	0.327528534802285	0.684245727617788	ENSG00000254996	protein_coding	chr5	140401908	140549569	chr5:140401908	ANKHD1-EIF4EBP3	protein_coding	chr5	140401908	140549569	chr5:140401908	ENSG00000254996
ANKIB1	6623.50600421343	-0.0388995216287879	0.0243160972448975	-1.59974362814125	0.109655469025915	0.43502899485972	ENSG00000001629	protein_coding	chr7	92246234	92401384	chr7:92246234	ANKIB1	protein_coding	chr7	92245974	92401383	chr7:92245974	ENSG00000001629
ANKLE1	687.018845554975	0.0439567368978061	0.0669372125748221	0.656686097418106	0.511382775564679	0.807400650088677	ENSG00000160117	protein_coding	chr19	17281645	17287646	chr19:17281645	ANKLE1	protein_coding	chr19	17281645	17287646	chr19:17281645	ENSG00000160117
ANKLE2	5844.67856257357	-0.0392207293714444	0.0278370697543389	-1.4089388616534	0.158853247123841	0.508762581302158	ENSG00000176915	protein_coding	chr12	132725503	132761888	chr12:132725503	ANKLE2	protein_coding	chr12	132725503	132761832	chr12:132725503	ENSG00000176915
ANKMY1	555.034630004991	0.00893928849298115	0.0376975064064971	0.237132090292329	0.812554317783886	0.943093448738391	ENSG00000144504	protein_coding	chr2	240479422	240569209	chr2:240479422	ANKMY1	protein_coding	chr2	240479422	240569209	chr2:240479422	ENSG00000144504
ANKRA2	1305.40953932093	-0.0104705403965954	0.0365996635670508	-0.286082968424377	0.774814575882466	0.927520999198516	ENSG00000164331	protein_coding	chr5	73552335	73565686	chr5:73552335	ANKRA2	protein_coding	chr5	73552190	73565667	chr5:73552190	ENSG00000164331
ANKRD10	2531.45634929915	0.0818575153780815	0.0268228959936296	3.05177768267537	0.00227490522701304	0.054863817862669	ENSG00000088448	protein_coding	chr13	110878540	110915069	chr13:110878540	ANKRD10	protein_coding	chr13	110878540	110915069	chr13:110878540	ENSG00000088448
ANKRD10-IT1	139.841001371241	0.100527941959613	0.0733791068463313	1.36998045193076	0.170693003839035	0.524159144423931	ENSG00000229152	sense_intronic	chr13	110894639	110899172	chr13:110894639	ANKRD10-IT1	lncRNA	chr13	110894639	110899172	chr13:110894639	ENSG00000229152
ANKRD11	6545.50592630362	0.0425802909491653	0.0252054592529602	1.68932811427209	0.0911565685115272	0.399231011544158	ENSG00000167522	protein_coding	chr16	89267627	89490561	chr16:89267627	ANKRD11	protein_coding	chr16	89267630	89490561	chr16:89267630	ENSG00000167522
ANKRD12	5584.71132198077	0.0310014967252014	0.0594317225794317	0.521632141551462	0.601926479980296	0.854398042544332	ENSG00000101745	protein_coding	chr18	9136228	9285985	chr18:9136228	ANKRD12	protein_coding	chr18	9136228	9285985	chr18:9136228	ENSG00000101745
ANKRD13A	7635.87000624297	-0.125354748690083	0.0415961724102259	-3.0136125856442	0.00258157234503309	0.059939584018219	ENSG00000076513	protein_coding	chr12	109999186	110039763	chr12:109999186	ANKRD13A	protein_coding	chr12	109999186	110039763	chr12:109999186	ENSG00000076513
ANKRD13C	2209.93800578227	-0.0678002139716065	0.022319474599736	-3.03771550126043	0.00238378891049168	0.0566651946323655	ENSG00000118454	protein_coding	chr1	70260588	70354734	chr1:70260588	ANKRD13C	protein_coding	chr1	70258999	70354734	chr1:70258999	ENSG00000118454
ANKRD13D	1204.89446988151	0.0650515113755255	0.0373827012907385	1.74015009963022	0.0818326650837301	0.381024631433805	ENSG00000172932	protein_coding	chr11	67288547	67302485	chr11:67288547	ANKRD13D	protein_coding	chr11	67289300	67302485	chr11:67289300	ENSG00000172932
ANKRD16	392.165369775184	0.0276113128878599	0.0421302149852639	0.655380298854816	0.512222932655183	0.807597357013073	ENSG00000134461	protein_coding	chr10	5861617	5889906	chr10:5861617	ANKRD16	protein_coding	chr10	5861616	5889906	chr10:5861616	ENSG00000134461
