Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_id.84	gene_type.84	chr	start	stop	loc.84	gene_name.107	gene_type.107	chr.107	start.107	stop.107	loc.107	gene_id.107
ELN	45049.6224031161	-0.0646889535029339	0.300616630939506	-0.215187540691824	0.829621104483008	0.97780193455622	ENSG00000049540	protein_coding	chr7	74027789	74069907	chr7:74027789	ELN	protein_coding	chr7	74027789	74069907	chr7:74027789	ENSG00000049540
ELOF1	1744.14764372489	-0.0277751067293678	0.0926033303469726	-0.29993636973204	0.764225691703104	0.968859868812778	ENSG00000130165	protein_coding	chr19	11551147	11559236	chr19:11551147	ELOF1	protein_coding	chr19	11551147	11559230	chr19:11551147	ENSG00000130165
ELOVL1	7567.06848740983	0.0259131304906168	0.10706766292648	0.242025741314729	0.808760217385403	0.974212818070362	ENSG00000066322	protein_coding	chr1	43363397	43368074	chr1:43363397	ELOVL1	protein_coding	chr1	43363398	43368074	chr1:43363398	ENSG00000066322
ELOVL2	314.016818633622	0.277585892448736	0.302562672367008	0.917449235482772	0.358907282687468	0.837976513143951	ENSG00000197977	protein_coding	chr6	10980759	11044314	chr6:10980759	ELOVL2	protein_coding	chr6	10980759	11044305	chr6:10980759	ENSG00000197977
ELOVL4	1042.35111052812	-0.0436991734963297	0.0907298567737179	-0.481640499062138	0.630061351150416	0.951091318350106	ENSG00000118402	protein_coding	chr6	79914812	79947580	chr6:79914812	ELOVL4	protein_coding	chr6	79914814	79947553	chr6:79914814	ENSG00000118402
ELOVL5	10687.8332690671	-0.187746748746263	0.0777723791078219	-2.41405433265679	0.0157761096446487	0.25593760721797	ENSG00000012660	protein_coding	chr6	53267398	53349179	chr6:53267398	ELOVL5	protein_coding	chr6	53267398	53349179	chr6:53267398	ENSG00000012660
ELOVL6	2556.90453860836	0.106869674876689	0.167733780998317	0.63713865054864	0.524034534634998	0.914213569230527	ENSG00000170522	protein_coding	chr4	110045846	110199199	chr4:110045846	ELOVL6	protein_coding	chr4	110045846	110199199	chr4:110045846	ENSG00000170522
ELP2	5283.59437571697	-0.0502645434474745	0.0647029917282161	-0.776850375924037	0.437247051626504	0.88023472938463	ENSG00000134759	protein_coding	chr18	36129444	36180556	chr18:36129444	ELP2	protein_coding	chr18	36129444	36180557	chr18:36129444	ENSG00000134759
ELP3	2295.33225193536	-0.00939479611132418	0.0646239550892204	-0.145376371631133	0.884413719171937	0.985813378399856	ENSG00000134014	protein_coding	chr8	28089673	28191156	chr8:28089673	ELP3	protein_coding	chr8	28089673	28191156	chr8:28089673	ENSG00000134014
ELP4	1049.83871761415	-0.0781908703965822	0.0658301547218998	-1.18776677233861	0.234925308705522	0.746094390030898	ENSG00000109911	protein_coding	chr11	31509750	31783998	chr11:31509750	ELP4	protein_coding	chr11	31509755	31790324	chr11:31509755	ENSG00000109911
ELP5	1537.69578437107	0.0634763527099324	0.138386435186492	0.458689123860951	0.646457425415465	0.953585114503865	ENSG00000170291	protein_coding	chr17	7251416	7259940	chr17:7251416	ELP5	protein_coding	chr17	7251416	7259940	chr17:7251416	ENSG00000170291
ELP6	1281.63191598514	0.043142531535399	0.0786391265869348	0.548614073017525	0.583270325946967	0.935638967673326	ENSG00000163832	protein_coding	chr3	47495640	47513761	chr3:47495640	ELP6	protein_coding	chr3	47495640	47513712	chr3:47495640	ENSG00000163832
EMC1	9978.68197109299	-0.0691458316432888	0.0406297626291513	-1.7018517256529	0.088783167184806	0.538604714111542	ENSG00000127463	protein_coding	chr1	19215664	19251552	chr1:19215664	EMC1	protein_coding	chr1	19215660	19251552	chr1:19215660	ENSG00000127463
EMC10	4113.07219081776	0.295062949308039	0.138987088789407	2.12295222439775	0.0337578555216722	0.361699924354454	ENSG00000161671	protein_coding	chr19	50476400	50490870	chr19:50476400	EMC10	protein_coding	chr19	50476400	50490871	chr19:50476400	ENSG00000161671
EMC2	1741.21061951353	-0.104118806129118	0.0503207919414617	-2.06910110338167	0.0385366002244374	0.379901048245186	ENSG00000104412	protein_coding	chr8	108443601	108486918	chr8:108443601	EMC2	protein_coding	chr8	108443601	108489196	chr8:108443601	ENSG00000104412
EMC3	3309.27507028328	-0.0295639630185939	0.0590041956748651	-0.501048487831309	0.616336998648911	0.947326464448729	ENSG00000125037	protein_coding	chr3	9962537	10011116	chr3:9962537	EMC3	protein_coding	chr3	9962682	10011202	chr3:9962682	ENSG00000125037
EMC4	4132.15607157933	-0.0506433001020679	0.0447077962636336	-1.13276216531528	0.25731414382571	0.760358951814021	ENSG00000128463	protein_coding	chr15	34224999	34230156	chr15:34224999	EMC4	protein_coding	chr15	34225013	34230156	chr15:34225013	ENSG00000128463
EMC6	973.060463075324	0.0859111595850878	0.169041053383731	0.508226598600669	0.611294439370303	0.945847472700173	ENSG00000127774	protein_coding	chr17	3668815	3669668	chr17:3668815	EMC6	protein_coding	chr17	3668812	3669668	chr17:3668812	ENSG00000127774
EMC7	4458.79675950298	-0.0436550621560603	0.0753316331009947	-0.579505054636654	0.562248436995281	0.929721362968032	ENSG00000134153	protein_coding	chr15	34084017	34101948	chr15:34084017	EMC7	protein_coding	chr15	34084017	34101862	chr15:34084017	ENSG00000134153
EMC8	1869.14931519935	0.0123953919910564	0.081268348521036	0.152524226425591	0.878773484050088	0.985190903290037	ENSG00000131148	protein_coding	chr16	85771758	85799608	chr16:85771758	EMC8	protein_coding	chr16	85771758	85799608	chr16:85771758	ENSG00000131148
EMC9	392.831808789894	0.120378882973431	0.122270717136751	0.984527495972693	0.324856218963425	0.814721724237835	ENSG00000100908	protein_coding	chr14	24138959	24141588	chr14:24138959	EMC9	protein_coding	chr14	24138959	24141591	chr14:24138959	ENSG00000100908
EMCN	495.504262212381	0.987204096006359	0.376897747217495	2.61928892728742	0.00881132826213386	0.202180025588156	ENSG00000164035	protein_coding	chr4	100395341	100880126	chr4:100395341	EMCN	protein_coding	chr4	100395341	100880126	chr4:100395341	ENSG00000164035
EME1	341.860672431673	0.0448884515276195	0.331108253903116	0.135570318765759	0.892160970970154	0.986654878385334	ENSG00000154920	protein_coding	chr17	50373220	50381483	chr17:50373220	EME1	protein_coding	chr17	50373220	50381483	chr17:50373220	ENSG00000154920
EME2	43.491071837843	0.386095644966605	0.300663152479699	1.28414686596049	0.199090572455583	0.709003710074781	ENSG00000197774	protein_coding	chr16	1773207	1781708	chr16:1773207	EME2	protein_coding	chr16	1772810	1781708	chr16:1772810	ENSG00000197774
EMG1	1334.89985072466	-0.0871096060729379	0.0914744742487229	-0.952283211118363	0.340953369991356	0.825090992304794	ENSG00000126749	protein_coding	chr12	6970893	6979941	chr12:6970893	EMG1	protein_coding	chr12	6970913	6979936	chr12:6970913	ENSG00000126749
EMILIN1	15895.7908409902	0.166005463835655	0.195781298758931	0.847912772506739	0.396486550794186	0.861636446695515	ENSG00000138080	protein_coding	chr2	27078567	27086408	chr2:27078567	EMILIN1	protein_coding	chr2	27078615	27086403	chr2:27078615	ENSG00000138080
EMILIN2	4719.78447544306	-0.449951933483174	0.190278424456079	-2.36470285461625	0.018044542255218	0.273459867460981	ENSG00000132205	protein_coding	chr18	2847030	2915993	chr18:2847030	EMILIN2	protein_coding	chr18	2847006	2916003	chr18:2847006	ENSG00000132205
EML1	3088.5989955162	0.215172467353412	0.0840120410899216	2.56120985232467	0.0104308328852321	0.216904304498492	ENSG00000066629	protein_coding	chr14	99737693	99942060	chr14:99737693	EML1	protein_coding	chr14	99737693	99942060	chr14:99737693	ENSG00000066629
EML2	872.451738822218	0.178606692386541	0.098592891086784	1.81155751107173	0.0700545951465059	0.488523052110111	ENSG00000125746	protein_coding	chr19	45606994	45645629	chr19:45606994	EML2	protein_coding	chr19	45606994	45645602	chr19:45606994	ENSG00000125746
EML2-AS1	41.3355169495972	0.168479560660987	0.24182279916421	0.696706684577664	0.485986374611813	0.900907093406121	ENSG00000267757	processed_transcript	chr19	45641494	45642840	chr19:45641494	EML2-AS1	lncRNA	chr19	45641494	45642840	chr19:45641494	ENSG00000267757
EML3	2538.06675393139	0.15980708170391	0.0849038629486089	1.88221214152104	0.0598072177902212	0.457371317406035	ENSG00000149499	protein_coding	chr11	62602218	62612765	chr11:62602218	EML3	protein_coding	chr11	62602218	62612775	chr11:62602218	ENSG00000149499
EML4	5227.6349720949	0.129857456657637	0.085570895912291	1.51754232876958	0.129129814907479	0.616524886444365	ENSG00000143924	protein_coding	chr2	42169350	42332548	chr2:42169350	EML4	protein_coding	chr2	42169353	42332548	chr2:42169353	ENSG00000143924
EMP1	42522.0297305296	-0.00170859584378458	0.0944546757316971	-0.0180890552060961	0.985567809204787	0.998255627064247	ENSG00000134531	protein_coding	chr12	13196716	13219939	chr12:13196716	EMP1	protein_coding	chr12	13196723	13219941	chr12:13196723	ENSG00000134531
EMP2	5150.9188528699	-0.0292969962524688	0.108717059674354	-0.26947929184457	0.787560875716785	0.971797711647594	ENSG00000213853	protein_coding	chr16	10528422	10580698	chr16:10528422	EMP2	protein_coding	chr16	10528422	10580632	chr16:10528422	ENSG00000213853
EMP3	6088.62552171355	0.0729309729975578	0.125033816556765	0.583289985109328	0.559698103248473	0.928817090800666	ENSG00000142227	protein_coding	chr19	48321509	48330553	chr19:48321509	EMP3	protein_coding	chr19	48321509	48330553	chr19:48321509	ENSG00000142227
EMX2	3897.80338589051	0.136824629977884	0.171154546663113	0.799421532442248	0.424046029040477	0.876201738232021	ENSG00000170370	protein_coding	chr10	117542444	117549546	chr10:117542444	EMX2	protein_coding	chr10	117542445	117549546	chr10:117542445	ENSG00000170370
EMX2OS	6051.82879550505	0.15394662213131	0.257938740064677	0.596834047079197	0.550618184047182	0.924399899986813	ENSG00000229847	antisense	chr10	117473215	117545068	chr10:117473215	EMX2OS	lncRNA	chr10	117473215	117545068	chr10:117473215	ENSG00000229847
EN1	1280.24744864824	0.145770098715126	0.149029041208542	0.978132164932501	0.328008961326067	0.817708841415125	ENSG00000163064	protein_coding	chr2	118842171	118847678	chr2:118842171	EN1	protein_coding	chr2	118842171	118847648	chr2:118842171	ENSG00000163064
ENAH	30182.2587464311	0.105910896744613	0.106759253000859	0.99205355758494	0.321171400029456	0.813622752415322	ENSG00000154380	protein_coding	chr1	225486835	225653142	chr1:225486835	ENAH	protein_coding	chr1	225486765	225653142	chr1:225486765	ENSG00000154380
ENC1	3328.21152785887	-0.146708303484923	0.256623162464041	-0.571687692086177	0.567533574199617	0.931556318349127	ENSG00000171617	protein_coding	chr5	74627406	74641424	chr5:74627406	ENC1	protein_coding	chr5	74627406	74641424	chr5:74627406	ENSG00000171617
ENDOD1	5154.64775156803	0.0997472929498607	0.176767533864026	0.564285142013628	0.572560091511492	0.933234216446233	ENSG00000149218	protein_coding	chr11	95089810	95132645	chr11:95089810	ENDOD1	protein_coding	chr11	95089846	95132645	chr11:95089846	ENSG00000149218
ENDOG	444.260004352355	0.197667993130267	0.184197251235053	1.07313215482257	0.283211825732398	0.782598945757172	ENSG00000167136	protein_coding	chr9	128818474	128822677	chr9:128818474	ENDOG	protein_coding	chr9	128818500	128822676	chr9:128818500	ENSG00000167136
ENDOV	409.946674587763	0.0981629325509452	0.129430710252935	0.758420720701555	0.448199157238471	0.884780811664088	ENSG00000173818	protein_coding	chr17	80415165	80438086	chr17:80415165	ENDOV	protein_coding	chr17	80415165	80438086	chr17:80415165	ENSG00000173818
ENG	14329.2931555467	0.301197559578157	0.108563870421055	2.77438118602432	0.00553068322459109	0.159362038696722	ENSG00000106991	protein_coding	chr9	127815012	127854756	chr9:127815012	ENG	protein_coding	chr9	127815013	127854658	chr9:127815013	ENSG00000106991
ENGASE	372.772943837446	0.25049324966791	0.0859613048970012	2.91402335001837	0.00356803217765594	0.128875850903457	ENSG00000167280	protein_coding	chr17	79074939	79088599	chr17:79074939	ENGASE	protein_coding	chr17	79074824	79088599	chr17:79074824	ENSG00000167280
ENKD1	388.809610342642	0.0666761335569266	0.177954934599563	0.374679880088531	0.707898557380454	0.962452013458479	ENSG00000124074	protein_coding	chr16	67662945	67667265	chr16:67662945	ENKD1	protein_coding	chr16	67662945	67667265	chr16:67662945	ENSG00000124074
ENO1	125639.853230042	-0.0287154160068699	0.108257814954609	-0.265250282567683	0.79081666178736	0.971927537772031	ENSG00000074800	protein_coding	chr1	8861002	8879249	chr1:8861002	ENO1	protein_coding	chr1	8861000	8879190	chr1:8861000	ENSG00000074800
ENO1-AS1	13.1204335529103	0.00439743241519501	0.3630567075649	0.0121122467194988	0.99033606164025	NA	ENSG00000230679	antisense	chr1	8878835	8879894	chr1:8878835	ENO1-AS1	lncRNA	chr1	8878835	8879894	chr1:8878835	ENSG00000230679
ENO2	1758.52958157196	0.00807086423687705	0.129061850768622	0.0625348558757788	0.950136905271888	0.993578890242085	ENSG00000111674	protein_coding	chr12	6913745	6923698	chr12:6913745	ENO2	protein_coding	chr12	6913745	6923698	chr12:6913745	ENSG00000111674
ENO3	65.6022962863734	-0.163013148533258	0.126776595890156	-1.28582998611588	0.198502402655469	0.708509594482174	ENSG00000108515	protein_coding	chr17	4948092	4957131	chr17:4948092	ENO3	protein_coding	chr17	4948092	4957131	chr17:4948092	ENSG00000108515
ENOPH1	2751.03604370804	-0.0968470227788836	0.101683148626574	-0.952439259474045	0.340874256880016	0.825090992304794	ENSG00000145293	protein_coding	chr4	82430562	82461091	chr4:82430562	ENOPH1	protein_coding	chr4	82430590	82461177	chr4:82430590	ENSG00000145293
ENOSF1	786.709405524893	-0.181246429749964	0.144037743222194	-1.25832594773699	0.20827390082259	0.717981459509285	ENSG00000132199	protein_coding	chr18	670324	712676	chr18:670324	ENOSF1	protein_coding	chr18	670318	712662	chr18:670318	ENSG00000132199
ENOX1	338.438480531939	-0.751910327410748	0.261176466285096	-2.8789359857177	0.00399019318542412	0.136523836371601	ENSG00000120658	protein_coding	chr13	43213518	43786908	chr13:43213518	ENOX1	protein_coding	chr13	43213130	43786972	chr13:43213130	ENSG00000120658
ENPEP	419.529835075024	-0.607696394087918	0.314331629922916	-1.93329699030589	0.0531996223748763	0.43682653778145	ENSG00000138792	protein_coding	chr4	110365733	110565285	chr4:110365733	ENPEP	protein_coding	chr4	110365733	110565285	chr4:110365733	ENSG00000138792
ENPP1	15616.5576858834	-0.246175742113764	0.252533666319028	-0.974823458994841	0.329647838447164	0.818768018420164	ENSG00000197594	protein_coding	chr6	131808016	131895155	chr6:131808016	ENPP1	protein_coding	chr6	131808016	131895155	chr6:131808016	ENSG00000197594
ENPP2	32328.171869319	-0.343908917457942	0.270892549487797	-1.26953996375391	0.204248546466007	0.715462114975307	ENSG00000136960	protein_coding	chr8	119557086	119673453	chr8:119557086	ENPP2	protein_coding	chr8	119557086	119673453	chr8:119557086	ENSG00000136960
ENPP4	193.8404905865	-0.268282144041145	0.220948519593474	-1.2142291993391	0.224660213232738	0.735708050747334	ENSG00000001561	protein_coding	chr6	46129993	46146699	chr6:46129993	ENPP4	protein_coding	chr6	46129989	46146688	chr6:46129989	ENSG00000001561
ENSA	5161.82569194366	-0.00224295928110531	0.0725896407083312	-0.0308991649389427	0.975349955888672	0.997426097795685	ENSG00000143420	protein_coding	chr1	150600851	150629612	chr1:150600851	ENSA	protein_coding	chr1	150600851	150629612	chr1:150600851	ENSG00000143420
ENTHD2	322.204843313821	0.148042839221709	0.105066613456372	1.40903788893114	0.158823964922409	0.660873685869538	ENSG00000167302	protein_coding	chr17	81228277	81239091	chr17:81228277	TEPSIN	protein_coding	chr17	81228277	81239091	chr17:81228277	ENSG00000167302
ENTPD1-AS1	238.483256580381	-0.041678007273926	0.0945696167477983	-0.440712447688928	0.659421183914007	0.956216670368093	ENSG00000226688	antisense	chr10	95753206	96090238	chr10:95753206	ENTPD1-AS1	lncRNA	chr10	95732976	96090250	chr10:95732976	ENSG00000226688
ENTPD3-AS1	69.9087853604478	0.176269705712004	0.108353336730726	1.62680459163026	0.103778606143406	0.573079403071321	ENSG00000223797	antisense	chr3	40313802	40453329	chr3:40313802	ENTPD3-AS1	lncRNA	chr3	40313802	40453329	chr3:40313802	ENSG00000223797
ENTPD4	5187.32631793377	0.167485150310606	0.0662651433211965	2.5275000085457	0.0114877821198173	0.22768473173349	ENSG00000197217	protein_coding	chr8	23385783	23457695	chr8:23385783	ENTPD4	protein_coding	chr8	23385783	23457695	chr8:23385783	ENSG00000197217
ENTPD5	1899.4959666477	-0.0157996733649878	0.0619117445936681	-0.255196707323988	0.798571174072958	0.97296242863845	ENSG00000187097	protein_coding	chr14	73958010	74019399	chr14:73958010	ENTPD5	protein_coding	chr14	73958010	74019399	chr14:73958010	ENSG00000187097
ENTPD6	3199.94278164644	0.123836468825345	0.108844678703335	1.13773562750708	0.255230891830034	0.758502499941487	ENSG00000197586	protein_coding	chr20	25195693	25226729	chr20:25195693	ENTPD6	protein_coding	chr20	25195693	25228075	chr20:25195693	ENSG00000197586
ENTPD7	1770.17806261285	0.00306554882553872	0.0859542963184622	0.0356648702489612	0.971549582200959	0.99732992423821	ENSG00000198018	protein_coding	chr10	99659506	99706240	chr10:99659506	ENTPD7	protein_coding	chr10	99659509	99711241	chr10:99659509	ENSG00000198018
ENY2	2693.70836145089	-0.00546074326192887	0.0578642968553324	-0.094371547892155	0.924814016408876	0.989730095879448	ENSG00000120533	protein_coding	chr8	109334324	109345953	chr8:109334324	ENY2	protein_coding	chr8	109334324	109345954	chr8:109334324	ENSG00000120533
EOGT	3044.82416086339	-0.321904737245235	0.0915491350229189	-3.5161963809341	0.000437777047869915	0.043084147890928	ENSG00000163378	protein_coding	chr3	68975214	69013961	chr3:68975214	EOGT	protein_coding	chr3	68975217	69013684	chr3:68975217	ENSG00000163378
EP300	5864.27973519366	0.00150891399142902	0.0881978136727397	0.01710829246888	0.98635022344783	0.998255627064247	ENSG00000100393	protein_coding	chr22	41091786	41180079	chr22:41091786	EP300	protein_coding	chr22	41092592	41180077	chr22:41092592	ENSG00000100393
EP400	3372.31506612699	0.0120393840833203	0.1229367393998	0.0979315389532767	0.921986655887555	0.989730095879448	ENSG00000183495	protein_coding	chr12	131949920	132081102	chr12:131949920	EP400	protein_coding	chr12	131949942	132080460	chr12:131949942	ENSG00000183495
EPAS1	16620.7175583403	0.117512134282721	0.166675722027169	0.705034499646962	0.480788766668416	0.899652609439534	ENSG00000116016	protein_coding	chr2	46293667	46386703	chr2:46293667	EPAS1	protein_coding	chr2	46293667	46386697	chr2:46293667	ENSG00000116016
EPB41	388.994290766655	0.163767505263388	0.142960920413778	1.14554036718139	0.251985383596302	0.757306325835909	ENSG00000159023	protein_coding	chr1	28887091	29120046	chr1:28887091	EPB41	protein_coding	chr1	28887091	29120046	chr1:28887091	ENSG00000159023
EPB41L1	2603.9680510892	0.308012638564757	0.10534907445576	2.92373369349442	0.00345860500778878	0.126752808632728	ENSG00000088367	protein_coding	chr20	36091504	36232799	chr20:36091504	EPB41L1	protein_coding	chr20	36091504	36232799	chr20:36091504	ENSG00000088367
EPB41L2	8682.11578695623	-0.109238675812529	0.0739469912394539	-1.47725653176063	0.13960688518452	0.631627560539106	ENSG00000079819	protein_coding	chr6	130839347	131063322	chr6:130839347	EPB41L2	protein_coding	chr6	130839347	131063322	chr6:130839347	ENSG00000079819
EPB41L3	10316.8222592524	-0.208946406354383	0.212333774666995	-0.984046964182103	0.325092421905395	0.814730908002677	ENSG00000082397	protein_coding	chr18	5392381	5630700	chr18:5392381	EPB41L3	protein_coding	chr18	5392381	5630700	chr18:5392381	ENSG00000082397
EPB41L4A-AS1	642.866195932849	-0.113396384975505	0.240884360251889	-0.470750300504892	0.637819059437671	0.952121725212491	ENSG00000224032	lincRNA	chr5	112160526	112164276	chr5:112160526	EPB41L4A-AS1	lncRNA	chr5	112160526	112164818	chr5:112160526	ENSG00000224032
EPB41L4B	220.6882337204	0.00285179017847409	0.278260821867784	0.0102486227106349	0.99182292531545	0.998870165406634	ENSG00000095203	protein_coding	chr9	109171975	109320964	chr9:109171975	EPB41L4B	protein_coding	chr9	109171974	109321059	chr9:109171974	ENSG00000095203
EPB41L5	851.20250320017	0.0962011189375864	0.116634658829227	0.824807307735524	0.409480997167848	0.869115208732996	ENSG00000115109	protein_coding	chr2	120013005	120179119	chr2:120013005	EPB41L5	protein_coding	chr2	120013077	120179119	chr2:120013077	ENSG00000115109
EPC1	1595.34303532072	-0.023087359014376	0.0587752188853853	-0.392807707945716	0.694461511237954	0.958776974554201	ENSG00000120616	protein_coding	chr10	32267751	32378798	chr10:32267751	EPC1	protein_coding	chr10	32267751	32378798	chr10:32267751	ENSG00000120616
EPC2	1903.93495884208	-0.116723587095195	0.0582283470112224	-2.00458355915029	0.0450075857180274	0.407674708691005	ENSG00000135999	protein_coding	chr2	148644440	148787568	chr2:148644440	EPC2	protein_coding	chr2	148644440	148787569	chr2:148644440	ENSG00000135999
EPDR1	726.926047143481	0.406511723775299	0.31472912156093	1.29162411714291	0.196487347881227	0.705630455142134	ENSG00000086289	protein_coding	chr7	37683843	37951941	chr7:37683843	EPDR1	protein_coding	chr7	37920640	37951936	chr7:37920640	ENSG00000086289
EPG5	9356.25471914562	0.160703801188036	0.0849436984574496	1.89188608579995	0.058506160063946	0.453701156263925	ENSG00000152223	protein_coding	chr18	45847609	45967274	chr18:45847609	EPG5	protein_coding	chr18	45800581	45967329	chr18:45800581	ENSG00000152223
EPGN	87.5582255677743	0.708586161818082	0.497328784093315	1.42478413573007	0.154219609497611	0.654461995925184	ENSG00000182585	protein_coding	chr4	74308473	74315307	chr4:74308473	EPGN	protein_coding	chr4	74308470	74316789	chr4:74308470	ENSG00000182585
EPHA2	1817.45761560216	0.0903591299452039	0.185931920938415	0.4859796504503	0.626981593993957	0.950105410935075	ENSG00000142627	protein_coding	chr1	16124337	16156087	chr1:16124337	EPHA2	protein_coding	chr1	16124337	16156069	chr1:16124337	ENSG00000142627
EPHA4	1068.49920880737	-0.190698578297915	0.240235332377026	-0.793799048670459	0.427312426577798	0.877207992709692	ENSG00000116106	protein_coding	chr2	221418027	221574202	chr2:221418027	EPHA4	protein_coding	chr2	221418027	221574202	chr2:221418027	ENSG00000116106
EPHB1	637.421195765626	-0.0818957794489898	0.290948039534609	-0.281479055779127	0.778342990033176	0.970996460989506	ENSG00000154928	protein_coding	chr3	134597801	135260467	chr3:134597801	EPHB1	protein_coding	chr3	134795260	135260467	chr3:134795260	ENSG00000154928
EPHB2	1535.04809981863	0.0242477225365363	0.206237568894285	0.117571801619546	0.906406948994704	0.98838176609614	ENSG00000133216	protein_coding	chr1	22710839	22921500	chr1:22710839	EPHB2	protein_coding	chr1	22710839	22921500	chr1:22710839	ENSG00000133216
EPHB3	1218.96169157743	-0.118239334807001	0.144800501135413	-0.816567165720146	0.414175825425231	0.871571827816327	ENSG00000182580	protein_coding	chr3	184561784	184582409	chr3:184561784	EPHB3	protein_coding	chr3	184561785	184582408	chr3:184561785	ENSG00000182580
EPHB4	2875.38627821123	-0.054295067087982	0.0928182822801901	-0.584960912378035	0.558573999529549	0.928221822651483	ENSG00000196411	protein_coding	chr7	100802565	100827521	chr7:100802565	EPHB4	protein_coding	chr7	100802565	100827523	chr7:100802565	ENSG00000196411
EPHX1	2874.46888628722	-0.119183699836777	0.182761691864237	-0.652126266839942	0.514319720476267	0.9101478322083	ENSG00000143819	protein_coding	chr1	225810092	225845563	chr1:225810092	EPHX1	protein_coding	chr1	225810124	225845563	chr1:225810124	ENSG00000143819
EPHX2	232.522138937666	-0.359176845144161	0.279307438570347	-1.28595517177284	0.198458707087541	0.708509594482174	ENSG00000120915	protein_coding	chr8	27490779	27545564	chr8:27490779	EPHX2	protein_coding	chr8	27490781	27545564	chr8:27490781	ENSG00000120915
EPM2A	314.41276796194	0.0287651726867501	0.0741162254218548	0.388108980496841	0.697935386374485	0.959387327252686	ENSG00000112425	protein_coding	chr6	145501583	145736024	chr6:145501583	EPM2A	protein_coding	chr6	145382535	145736023	chr6:145382535	ENSG00000112425
EPM2AIP1	2224.96144708095	0.0904849508808858	0.0538647741638423	1.67985389868441	0.0929857453512906	0.548862562430632	ENSG00000178567	protein_coding	chr3	36985043	36993168	chr3:36985043	EPM2AIP1	protein_coding	chr3	36985043	36993131	chr3:36985043	ENSG00000178567
EPN1	7543.63174491078	0.097527772537774	0.141149728145223	0.690952606280841	0.489595325133577	0.902716281929173	ENSG00000063245	protein_coding	chr19	55675226	55709858	chr19:55675226	EPN1	protein_coding	chr19	55675226	55709858	chr19:55675226	ENSG00000063245
EPN2	3009.95733572588	0.120241503329807	0.0794809712371831	1.51283384510977	0.130321869409218	0.618814392351135	ENSG00000072134	protein_coding	chr17	19215615	19336715	chr17:19215615	EPN2	protein_coding	chr17	19215615	19336715	chr17:19215615	ENSG00000072134
EPOR	220.531612301876	0.255884799136747	0.151447047225354	1.68959912936427	0.0911046726266107	0.544143080488567	ENSG00000187266	protein_coding	chr19	11377205	11384342	chr19:11377205	EPOR	protein_coding	chr19	11377207	11384342	chr19:11377207	ENSG00000187266
EPRS	26009.141056665	-0.21264857758635	0.086703974811384	-2.4525816497911	0.0141835186232897	0.250723389750545	ENSG00000136628	protein_coding	chr1	219968601	220046658	chr1:219968601	EPRS1	protein_coding	chr1	219968600	220046530	chr1:219968600	ENSG00000136628
EPS15	5132.36790529503	-0.000901071815013404	0.0538716024768949	-0.016726285716113	0.986654977123574	0.998255627064247	ENSG00000085832	protein_coding	chr1	51354263	51519328	chr1:51354263	EPS15	protein_coding	chr1	51354263	51519266	chr1:51354263	ENSG00000085832
EPS15L1	2205.36895168838	0.0446157665953868	0.0637166465175714	0.700221512490978	0.483788978878654	0.90048360454408	ENSG00000127527	protein_coding	chr19	16355239	16472085	chr19:16355239	EPS15L1	protein_coding	chr19	16355239	16472085	chr19:16355239	ENSG00000127527
EPS8	10887.3999258739	0.275746050234003	0.123274754670438	2.23684120054573	0.0252967206933734	0.320059154654464	ENSG00000151491	protein_coding	chr12	15620158	15882329	chr12:15620158	EPS8	protein_coding	chr12	15620134	15882329	chr12:15620134	ENSG00000151491
EPS8L2	1517.56106531354	0.266157819473305	0.162136597187441	1.64156534730779	0.100680114051137	0.565655624742726	ENSG00000177106	protein_coding	chr11	694438	727727	chr11:694438	EPS8L2	protein_coding	chr11	694438	727727	chr11:694438	ENSG00000177106
EPSTI1	1108.59024142205	-0.90856775725338	0.339163901855072	-2.67884569166685	0.00738764303343504	0.183050538415439	ENSG00000133106	protein_coding	chr13	42886388	42992271	chr13:42886388	EPSTI1	protein_coding	chr13	42886388	42992271	chr13:42886388	ENSG00000133106
EPT1	3397.17426442883	-0.0127450807285078	0.136264159849015	-0.0935321565305928	0.925480804441093	0.989852173406881	ENSG00000138018	protein_coding	chr2	26308547	26395891	chr2:26308547	SELENOI	protein_coding	chr2	26308547	26395885	chr2:26308547	ENSG00000138018
ERAL1	2836.73808032767	0.0363876776804049	0.076471442844581	0.475833544220664	0.634192970011378	0.951640777475759	ENSG00000132591	protein_coding	chr17	28854938	28861067	chr17:28854938	ERAL1	protein_coding	chr17	28855010	28861061	chr17:28855010	ENSG00000132591
ERAP1	3716.88858515588	-0.0365789799160854	0.135873555145888	-0.269213386496072	0.787765479497549	0.971836314777329	ENSG00000164307	protein_coding	chr5	96760810	96808100	chr5:96760810	ERAP1	protein_coding	chr5	96760810	96808100	chr5:96760810	ENSG00000164307
ERAP2	1913.54573864461	-0.76689217251652	0.467309024571364	-1.64108145187212	0.10078050843361	0.566038136178257	ENSG00000164308	protein_coding	chr5	96875939	96919716	chr5:96875939	ERAP2	protein_coding	chr5	96875986	96919703	chr5:96875986	ENSG00000164308
