SRR7629063	SRR7629064	SRR7629065	SRR7629066
FAM171A2	8.83331	9.11222	7.89814	8.22427
FAM171B	10.4564	9.3298	4.08509	3.43249
FAM172A	14.143344	13.34818	10.88082	8.390409
FAM172BP	0	0	0	0
FAM173A	33.67377	36.0628	27.46654	33.6628
FAM173B	29.14935	30.13892	29.63605	25.48574
FAM174A	13.2257	12.8409	10.0351	10.7949
FAM174B	48.581109	52.638006	27.29009	31.481193
FAM175A	13.16493	12.31243	8.29979	8.28046
FAM175B	14.9221	14.3852	15.6317	13.8393
FAM177A1	82.46158	85.15457	89.30392	89.00588
FAM177A1P1	0	0	0	0.279302
FAM177B	0	0	0	0
FAM178B	4.851253	5.142037	7.420674	7.982424
FAM179A	0.101909	0.100451	0.0939008	0.0844682
FAM179B	9.83874	10.09014	8.490729	8.18858
FAM180A	0.0847937	0.0613238	0.284048	0.0758685
FAM180B	0.072606	0.0494226	0.0658728	0.144242
FAM181A	0	0	0	0
FAM181A-AS1	0	0	0	0
FAM181B	0.15718	0.0852583	0.0847145	0.0353837
FAM182A	0	0.0250404	0.013746	0.0303879
FAM182B	0.292495	0.398892	0.4729686	0.496929
FAM183A	2.148377	1.776197	0.681802	1.19815
FAM183BP	0	0	0	0
FAM183CP	0	0.0247582	0.0275971	0
FAM183DP	0	0	0	0
FAM184A	0.76540065574	0.6473710540784	0.6989655861823	0.6005658506
FAM184B	0.0858868	0.0700123	0.0565455	0.02885
FAM185A	14.33645	13.98782	14.48459	12.11567
FAM185BP	1.63412	2.70674	2.9126	2.96832
FAM186A	0.2198523	0.25693786	0.1610267	0.276011
FAM186B	0.352892	0.523411	0.681791	0.566012
FAM187A	2.02277	1.39621	1.463817	1.328827
FAM187B	0	0.0546879	0	0
FAM187B2P	0	0.11099	0	0
FAM188A	17.5647	16.6342	17.595	15.352
FAM188B	1.91834	1.75463	1.39597	1.30641
FAM189A1	0.224857	0.232049	0.17565	0.0999213
FAM189A2	18.58347	17.840814	27.72343	30.149761914
FAM189B	22.17992	22.24783	20.7093	21.80291
FAM192A	58.92808	50.52795	55.9311	56.08581
FAM193A	15.380561	13.931344	12.68451305	13.02303
FAM193B	31.3501	29.9703	24.2114	28.9796
FAM195A	50.0471	49.26414	50.789	57.49501
FAM195B	76.33476	72.86014304	56.820918	64.2777
FAM195CP	0	0.646066	1.48073	0
FAM195DP	0	0	0	0
FAM196A	0.3405685	0.24961800481135	0.422794	0.154682000554771
FAM196B	0	0	0	0
FAM197Y1	0	0	0	0
FAM197Y2	0	3.04135e-05	0	0
FAM197Y3	0	0.0154717	0.035137	0
FAM197Y4	0	0	0	0
FAM197Y5	0	0	0	0
FAM197Y6	0	1.01913e-06	0	0
FAM197Y7	0	0.0436172	0.0975284	0
FAM197Y8	0	2.51577e-06	0	0
FAM197Y9	0.119484	1.77564e-06	9.09053e-05	0.178442
FAM198A	0.3449923	0.2354985	0.403077	0.3363088
FAM198B	1.72525900050709	2.015937	3.607001	2.665370037612
FAM199X	25.0028	23.8317	22.7818	20.2279
FAM19A1	0	0	0	0
FAM19A2	0.0608578	0.1574461	0	0
FAM19A3	0.088051	0	0.0743032	0.0789456
FAM19A4	0.0769301	0	0.0325693	0
FAM19A5	2.84884	2.54584	1.675255	2.912481
FAM200A	7.62791	7.96912	5.58429	5.54352
FAM200B	6.62198	5.2853	6.58296	5.613948
FAM201A	3.39564	2.7128	2.81802	2.88637
FAM201B	0.862418	0.841682	0.157959	0.310215
FAM204A	37.52237	34.25407	39.68904	32.77948
FAM204BP	0	0	0	0
FAM204CP	0	0	0	0
FAM205A	0	0	0	0
FAM205BP	0.0212503	0.0154745	0	0
FAM205C	0	0	0	0
FAM206A	19.87199	18.4475	21.4164	20.8019
FAM206BP	0	0	0	0
FAM207A	61.7076	58.3245	76.0383	81.4132
FAM207BP	0.594775	0.450627	0	1.64059
FAM207CP	0	0	0	0
FAM208A	27.4643	25.94771	26.35663	22.5802
FAM208B	32.0144	30.8348	38.3248	31.0808
FAM209A	0.214623	0.234626	0.443615	0.095262
FAM209B	0.159276	0.232529	0	0
FAM20A	0.2914339	0.111297	0.1455317	0.1319979
FAM20B	30.217	29.3828	33.1419	28.9271
FAM20C	18.1925	18.4098	9.49708	10.7348
FAM210A	7.511036	7.465894	8.204242	6.71452
FAM210B	42.1796	37.7918	28.3645	24.6587
FAM210CP	0	0	0	0
FAM212A	0.0850089	0	0.215226	0.151643
FAM212B	1.691648	1.51123	3.8896677	4.323685
FAM212B-AS1	0.0819162	0.0598236	0.440446	0.659183
FAM213A	65.451696	66.5566534	64.632419	63.123873
FAM213B	27.21709	27.57163	24.14377	25.71024
FAM214A	37.6488	38.4156	23.8635059	20.708884211
FAM214B	3.71682784	4.460514805687	1.98475546	2.50511293868219
FAM215A	0.603578	0.954673	0.520418	1.25749
FAM215B	1.37973	1.00675	0.805944	0.775814
FAM216A	5.18847	4.93932	11.4113	10.3344
FAM216B	0.0560699	0.0206517	0	0.0251973
FAM217A	0	0	0	0
FAM217B	23.81664	22.61609	27.36122	24.74917
FAM218A	1.19266	1.09599	0.926953	1.27252
FAM218BP	0	0	0	0
FAM219A	10.8234258	9.44547521539	10.7627855	12.027970802009
FAM219B	29.11426	26.98114	27.71528	27.74283
FAM21A	23.14137875	22.260388	17.96287243	16.5438561746
FAM21C	14.3314767956	13.56657036696	9.840413520982	9.9783668905693
FAM21EP	0.487008	0.389853	0.464576	0.593539
FAM21FP	1.141885	1.454137	0.4825513	0.368924
FAM220A	19.94449036	20.42373	19.971621	19.28565
FAM220BP	0	0.179805	0.104664	0.110669
FAM220CP	0.48605	0.266924	0.207898	0.436998
FAM221A	6.0666958998	7.167383	5.58011600213048	4.031246
FAM221B	0.028382	0.0415063	0	0.0252641
FAM222A	5.00459	3.878742	4.62166	5.103139
FAM222A-AS1	0	0	0.344238	0.121314
FAM222B	15.54574	15.340183	14.12789209014	15.24147
FAM223A	0.844467	0.564942	0.701019	0.826661
FAM223B	0.844467	0.564942	0.701019	0.826661
FAM224A	0.100393	0.0257607	0.166926	0.0310945
FAM224B	0.035493	0.00961449	0.0609466	0.00983144
FAM225A	4.14358	3.56939	2.35085	2.6895
FAM225B	0.565898	0.292101	0.826708	0.195191
FAM227A	1.287232	1.010933	0.958037	0.760071
FAM227B	4.209297	2.791109	1.310061	2.30271
FAM228A	0	0	0	0
FAM228B	1.833658	1.686689	1.00263	0.440924
FAM229A	2.77919	2.4282	2.33451	2.35678
FAM229B	0.393405	0.1431787	0.16464256	0.35255
FAM230A	0	0	0	0.259374
FAM230B	0	0	0	0
FAM230C	0.0893184	0.164439	0.0749325	0.0807378
FAM231A	0	0	0	0
FAM231C	0	0	0.200348	0
FAM231D	1.63446	1.11227	1.50635	1.47619
FAM234A	74.93708	75.10681	69.31057	77.3277
FAM234B	20.2147	19.1286	14.341	13.5212
FAM24A	0	0	0	0
FAM24B	9.49711	10.64638	11.14601	10.35139
FAM25A	0.528816	0.384347	2.45554	3.37054
FAM25BP	0	0.278005	0	0
FAM25C	0	0	1.83164	1.94329
FAM25E	0	0	0	0.563297
FAM25G	0.528816	0	0	0
FAM26D	0	0	0	0
FAM26E	0.0353095	0.0132895	0.014566	0.0158733
FAM26F	1.224777	1.799883	0.619903	1.33653
FAM27AP1	0	0	0	0
FAM27B	0	0	0	0
FAM27C	0.164648	0	0	0
FAM27D1	0	0	0	0
FAM27E2	0	0	0	0
FAM27E3	0	0	0	0
FAM27E4	0	0	0	0
FAM27L	0	0	0	0
FAM32A	100.78576	102.92369	89.19816	93.92604
FAM32B	0	0	0	0
FAM35A	20.79699	20.84457	24.09656	21.90558
FAM35BP	1.21375	0.962434	1.42818	0.909391
FAM35CP	0	0	0	0
FAM35DP	0	0.359584	0	0.30535
FAM3A	52.85313	55.44362	50.304434271	54.96314
FAM3B	0	0.0702984	0	0.108368
FAM3C	27.6805	25.7487	25.7274	24.1756
FAM3C2	10.5258	18.9804	15.5199	14.8297
FAM3D	0	0	0	0
FAM3D-AS1	0.544598	0.312731	0	0
FAM41AY1	0	0	0	0
FAM41AY2	0	0	0	0
FAM41C	2.790491	1.442144	1.129938	2.3585749
FAM43A	6.72264	6.11851	3.34574	3.67377
FAM43B	0	0	0	0
FAM45A	33.8116	30.42117	30.89911	29.27585
FAM45B	1.71234	2.84275	2.37336	2.02191
FAM46A	30.33797	29.40913	32.34511	29.17541
FAM46B	5.26049	5.01705	4.32075	3.94836
FAM46C	4.21378	4.55061	6.70415	6.29631
FAM46D	0	0	0	0
FAM47A	0	0	0.0265563	0
FAM47B	0	0	0	0
FAM47C	0	0	0	0
FAM47DP	0	0	0	0
FAM47E	1.495877	1.34736	0.667377	0.541102
FAM47E-STBD1	3.31935	4.68149	2.89558	3.52467
FAM49A	0.988356	0.915028	0.259944	0.232333
FAM49B	135.163400245	137.2702484953	102.98358	93.80747
FAM50A	147.209	141.94	139.848	151.301
FAM50B	9.17055	10.23137	7.94413	8.84388
FAM53A	0.961467	1.073826	1.0697598	1.614149
FAM53B	21.12796	20.73149	14.21968	12.83222
FAM53B-AS1	0.0590225	0	0.186905	0
FAM53C	22.788482	23.9792	24.307062	22.701783
FAM57A	15.33453	13.500932	17.22016	18.31511
FAM57B	2.007098	1.469814	1.692745	1.613271
FAM58A	29.3279	28.9392	30.4788	33.6457
FAM58BP	0	0	0	0
FAM58CP	0	0	0	0
FAM58DP	0	0	0	0
FAM60A	29.21263	27.93359	32.34602	31.50224
FAM60BP	0.69339	0	0	0.199168
FAM60CP	0	0	0	0
FAM60DP	0.210153	1.42352	8.71484	2.7348
FAM63A	24.14371	23.91324	18.41512	19.312511
FAM63B	5.18745	4.760886	3.582588	2.852421
FAM64A	27.31769	29.62308	38.24792	37.36209
FAM65A	28.032824	28.039271405	20.5524745	22.588059
FAM65B	0.2795426	0.2896994	0.3334962	0.3528156
FAM65C	3.47565	3.6451	3.100095846	3.24229
FAM66A	0.229468	0.453815	0.3749341	0.0794295
FAM66B	0.113109	0.378157	0.180032	0.132923
FAM66C	1.799226	1.669888	1.5384839	0.7281701
FAM66D	0	0.269311	0	0
FAM66E	0.243533	0.170754	0.268669	0.0656335
FAM69A	2.29563650092	3.236279	2.395619	1.8146360683391
FAM69B	8.2768026	6.6759000176175	4.61440104399	5.62422
FAM69C	0.1374759	0.1498659	0	0.0195346
FAM71A	0	0	0	0
FAM71B	0	0	0	0
FAM71BP1	0	0	0	0
FAM71C	0.10223	0	0	0
FAM71D	0	0	0	0
FAM71E1	6.31749	6.089124	4.84904	5.75115
FAM71E2	0	0.0508614	0	0
FAM71F1	0.0561548	0.0410028	0	0.0446559
FAM71F2	0.788843	0.8995057	0.469348	0.662623
FAM72A	21.80442	19.610977	29.431894	31.052947
FAM72B	16.9269147	13.90709	21.000190932	15.07949
FAM72C	2.56696	3.800849	6.143289	1.87478
FAM72D	14.1184	17.9782	21.6593	24.7658
FAM73A	7.07352	6.98961	5.17508	4.38887
FAM73B	21.5845	20.3851	16.9291	19.2374
FAM74A1	0	0	0	0
FAM74A3	0	0	0	0
FAM74A4	0.247972	0.0713392	0.0658425	0
FAM74A6	0	0.100371	0.252541	0.337736
FAM74A7	0	0	0	0
FAM76A	7.40861	6.50961	7.511439	7.711793
FAM76B	8.35377	9.41313	8.57276	7.41865
FAM78A	2.075432	2.349649	1.136871	1.2884
FAM78B	0.373279	0.533087	0.194753	0.1718031
FAM81A	0.747771	0.876264	0.815413	0.786581
FAM81B	0	0	0	0
FAM83A	3.470555	3.746356	1.627349	2.125293
FAM83A-AS1	0.327917	0.537408	0.112711	0.073176
FAM83B	56.927	57.9626	34.7066	28.8223
FAM83C	0.0491953	0.0178227	0	0
FAM83C-AS1	0	0.366763	0	0.452846
FAM83D	35.63038	35.6172934048	43.48546225	43.497733
FAM83E	1.87001	1.6982	1.02698	1.51227
FAM83F	2.400963	1.820943	1.715267	1.467008
FAM83G	17.0886	18.2111	16.9652	17.8833
FAM83H	96.4067	98.3153	85.4172	91.761
FAM83H-AS1	58.8533	60.2467	55.8601	56.1095
FAM84A	8.77304	8.49048	4.48781	4.535249
FAM84B	73.7656	75.0141	64.3315	56.9881
FAM85B	0.144394	0	0.516222	0.332757
FAM86B1	3.6566388032	2.577522064	3.50358	4.906303
FAM86B2	2.119766	1.193731	0.6218611	0.916459
FAM86B3P	2.43202	1.60642	2.07249	3.31206
FAM86C1	12.96174	12.60417	13.934	14.54967
FAM86C2P	5.37897	5.49631	7.30068	7.267869
FAM86DP	5.919436	6.46532	6.22747	6.28853
FAM86EP	5.36424	3.86886	4.36069	5.98045
FAM86FP	1.364813	1.548114	1.412864	0.547973
FAM86GP	0	0.0949849	0	0.10329
FAM86HP	4.17236	3.37996	4.68081	4.584581
FAM86JP	4.310379	5.600408	5.509795	5.757167
FAM86KP	0	0.269323	0	0.314908
FAM86LP	0	0.0938934	0	0
FAM86MP	0	0.101216	0.259402	0.107333
FAM87A	0.0972361	0.381539	0.286311	0
FAM87B	0.284121	0.159264	0.19622	0.243393
FAM89A	3.95965	3.36045	5.37333	4.75077
FAM89B	94.7399	94.9909	61.32694	71.79754
FAM8A1	15.67	15.9262	16.7735	14.2871
FAM8A2P	0	0.0578849	0	0
FAM8A3P	0	0	0	0
FAM8A4P	0	0	0	0
FAM8A6P	0	0	0	0
FAM90A1	0	0.0473565	0	0
FAM90A10P	0	0	0	0
FAM90A11P	0	0	0	0
FAM90A12P	0	0	0	0
FAM90A13P	0	1.61179e-07	0	0
FAM90A14P	0	4.17047e-07	0	0
FAM90A15P	0	2.08263e-07	0	0
FAM90A16P	0	0	0	0
FAM90A17P	0	0	0	0
FAM90A18P	0	0	0	0
FAM90A19P	0	0	0	0
FAM90A20P	0	0.0414845	0	0
FAM90A21P	0	0	0	0
FAM90A22P	0	5.99907e-07	0	0
FAM90A23P	0	0	0	0
FAM90A24P	0	0	0	0
FAM90A25P	0	0.0411078	0	0
FAM90A26	0	0	0	0
FAM90A27P	0	0	0	0
FAM90A28P	0	0	0	0
FAM90A2P	0	0	0.107478	0.0566023
FAM90A3P	0	0	0	0
FAM90A4P	0	0	0	0
FAM90A5P	0	1.46809e-06	0	0
FAM90A6P	0	0	0	0
FAM90A7P	0	0	0	0
FAM90A8P	0	0	0	0
FAM90A9P	0	0	0	0
FAM91A1	72.8668	71.2338	71.5573	59.14471
FAM91A3P	0.358737	0.361121	0.383774	0.340125
FAM92A1	17.53051	15.03183	15.380554	16.497024
FAM92A1P1	0	0	0	0
FAM92A1P2	0.166408	0.197369	0.178979	0.113248
FAM92B	0.177202	0.0322229	0.149263	0.03981
FAM95B1	0.491981	0.2060175	0.346453	0.462823
FAM95C	1.66831	2.00069	1.96397	2.35278
FAM96A	89.61713	86.67603	99.70014	88.96756
FAM96AP1	0	0	0	0
FAM96AP2	0.324204	0	0.273436	0.29505
FAM96B	84.7054	89.6747	91.4298	95.5826
FAM98A	30.1247	32.2825	34.29938	32.753
FAM98B	16.027861	15.291019	17.470838	15.709171
FAM98C	31.79712	29.88866	23.55801	29.798663
FAM99A	0	0	0	0
FAM99B	0	0	0	0
FAM9A	0.0589022	0	0	0
FAM9B	0.183089	0.347344	0.1650014	0.132802
FAM9C	0.159407	0.34008	0.134236	0.258659
FAN1	8.501	8.83816	8.714697	7.475365
FANCA	36.73633	34.61736	43.48419	45.68666
FANCB	2.78929	3.07791	3.880480598023	3.94078
FANCC	11.389388696	10.623559045	12.510399	12.676902
FANCD2	27.44374	26.526808	39.987586	38.942453
FANCD2OS	0	0	0	0
FANCD2P2	0	0	0	0
FANCE	8.05281	7.5841	8.14172	8.87402
FANCF	10.1224	9.3801	8.76459	8.70919
FANCG	29.9554	29.5386	37.7583	36.2889
FANCI	79.24212	76.32408	116.22296	103.6138
FANCL	24.2424	21.213103	25.88227	24.331
FANCM	5.46826	5.72077	6.22921	5.620311
FANK1	6.41442	5.123461	4.431623	3.944301
FANK1-AS1	0	0	0	0
FAP	0	0	0	0
FAR1	27.89257	28.81606	31.56439	26.45768
FAR1-IT1	0	0	0	0.409973
FAR1P1	0	0	0	0
FAR2	0.536099	0.430054	0.397212	0.3022355
FAR2P1	0.633369	0.577659	0.658152	0.565249
FAR2P2	1.81263	1.57887	0.422986	1.06679
FAR2P3	0.400803	0.507587	0	0
FAR2P4	0.440479	0.255406	0.0506873	0.0496195
FARP1	13.801005	13.218166	14.579154	14.189675
FARP1-AS1	0	0.566049	0	0
FARP2	10.247703	10.586685	9.78675	8.067329
FARS2	7.941552	8.543775	9.78024	8.23966
FARSA	84.7423	88.8369	104.3532	116.5108
FARSA-AS1	0	0	0	0
FARSB	27.7005	25.4717	38.0784	37.5623
FARSBP1	0	0	0	0
FAS	2.035559	1.2540950497596	1.715266	1.240175
FAS-AS1	0	0	0	0
FASLG	0.048176	0	0.0794151	0.0511865
FASN	263.5387	260.1404	229.9126	251.1175
FASTK	61.09024	60.827577	52.1702	58.15409
FASTKD1	6.748481	6.58852	8.31562	7.84976
FASTKD2	25.98944	26.85639	33.47694	31.44393
FASTKD3	11.9605	9.87764	11.6895	11.0036
FASTKD5	13.5402	12.3919	13.7987	14.478
FAT1	5.6216592	5.160251325	5.0399933	4.2231207
FAT1P1	0	0	0	0
FAT2	0.0401733	0.00396162	0.0142623	0.0245353
FAT3	0.14655	0.0611358	0.0890574	0.106158
FAT4	0.988135	0.749598	0.372199	0.2479058
FATE1	0	0	0	0
FAU	1141.27486	1195.27751	1159.75352	1241.74244115561
FAUP1	0	0	0	0
FAUP2	0	0	0	0
FAXC	1.302601	2.458933	1.706581	1.848429
FAXDC2	2.810508	2.32398	8.09047	7.070202
FBF1	5.54947	5.219677	6.72263	7.023158
FBL	196.639	199.907	275.451	281.812
FBLIM1	8.320057	8.454313	4.33247590166	4.4119413
FBLL1	0.251497	0.353963	0.0456215	0.36516
FBLN1	4.791647	4.525364	3.610009	2.900614
FBLN2	0.754975	0.767259	1.36037	1.257803
FBLN5	0.0814448	0.0561032	0.0384405	0
FBLN7	0.719548	0.547265	0.596811	0.585220203
FBN1	0.359606	0.2710933	0.198161	0.1636463
FBN2	0.777806443143	0.6952511	0.230317	0.1524027
FBN3	0.016246500248737	0.0116625000750676	0.0137512	0.0143781
FBP1	262.4524	260.2848	165.7533	163.9856
FBP2	0.381473	0.400299	0.540411	0.544005
FBP2P1	0	0	0	0
FBRS	61.5281	62.2185	47.7716	52.938
FBRSL1	24.6421	23.3674	21.5738	24.3748
FBXL12	17.1250215	15.511319	14.179958	14.23625
FBXL13	0.375114	0.481837	0.445946	0.1905966
FBXL14	9.33373	9.19431	8.78588	8.89707
FBXL15	10.2066814	10.546922972	7.665097941	8.87766265
FBXL16	25.56053	25.47382	20.01073	24.2266
FBXL17	15.4286811	16.013817	12.1136013	10.9407379
FBXL18	20.74587	20.638294	13.3923	11.29029
FBXL19	23.735857	23.92085	19.23753	21.43084
FBXL19-AS1	4.98393	4.67599	4.20988	3.90772
FBXL2	1.18318	1.82071	1.20202	1.44574
FBXL20	6.17148	6.852388	4.096849143691	3.952714
FBXL21	0	0	0	0
FBXL22	2.81915	3.205582	2.58744	2.96009
FBXL3	20.0303	20.4183	17.5611	16.0603
FBXL4	9.56248	10.28744	8.62985	7.5797
FBXL5	18.66387	20.46778	19.57956	17.50455
FBXL6	33.56804	34.3671	39.1064	46.1848
FBXL7	0.0203818	0.0444319	0.0171994	0
FBXL8	31.16522	30.5268	21.09588	24.92
FBXO10	3.24384	3.01819	3.4914	3.53616
FBXO11	34.46904	35.46582	32.27398	27.295777
FBXO15	0.747667	0.777776	0.447712	0.0959511
FBXO16	3.010755	2.454442	2.130649	2.9946075
FBXO17	2.25507	2.5923685	2.35936	2.86742
FBXO18	35.61193	37.53058	33.95886	34.0878
FBXO2	6.98523	8.41691	4.26046	2.91352
FBXO21	40.47608	40.92477	36.63874	32.83537
FBXO22	32.98081	31.65934	34.76063	33.81802
FBXO24	0.94909	1.090555	0.59337	0.8631169
FBXO25	8.98933	8.137599	7.028517	6.5438
FBXO27	4.991678	4.562125	5.063198	4.27601
FBXO28	23.79469	22.40792	24.11225	20.62181
FBXO3	19.938152	19.066926	14.204601	14.015546
FBXO3-AS1	0	0	0	0
FBXO30	3.56233	3.36881	4.28005	3.00412
FBXO31	13.9247	13.934771	12.2876282018	13.4111091053
FBXO32	3.99775	5.26881	3.334416	2.4654
FBXO33	15.05091	14.26083	14.0381	12.33914
FBXO34	20.74167	22.37569	19.13227	20.03645
FBXO36	4.135267	3.82434	3.338561	3.575344
FBXO36-IT1	0	0	0	0.189103
FBXO36P1	0	0	0	0
FBXO38	14.3821544	13.839366534	11.6252811	10.2100982
FBXO39	0	0	0	0
FBXO4	7.3685535	7.360522	10.373104	10.080163
FBXO40	0.04624	0.0244445	0.0738709	0.0383965
FBXO41	6.87766	6.534187	5.001275	5.605688
FBXO42	8.21486	7.75021	7.22129	6.72795
FBXO43	0.30718	0.429539	0.437679	0.529989
FBXO44	12.6203800057897	13.329008	8.607133	10.14413
FBXO45	31.10914	31.31348	37.23825	34.10312
FBXO46	10.9468	11.191	9.36429	9.42604
FBXO47	0.0406128	0	0.0338019	0.0367852
FBXO48	0.817952	0.71977	0.895525	0.462802
FBXO5	31.77871	30.30032	41.45325	39.61678
FBXO6	7.65952	8.36285	6.64096	5.59452
FBXO7	58.9822	62.66025	69.0282	66.27171
FBXO8	8.08735	8.73712	7.6907670821	8.8935900392362
FBXO9	44.053047	47.551288	45.744963	40.231204
FBXW10	0.372198	0.270483	0.153688	0.0594612
FBXW11	39.5446	39.27734	36.29066	32.15279
FBXW11P1	0.480103	0.101039	0.169742	0.0619616
FBXW12	0	0	0	0
FBXW2	18.8777	18.8434	18.3505	16.8857
FBXW4	30.7812	32.4522	27.1183	28.6285
FBXW4P1	0.184362	0.293303	0.125417	0.264239
FBXW5	84.3371	86.6166	71.6129	87.0365
FBXW7	9.684496	9.825525	11.075615	9.52701900092861
FBXW8	13.09104	13.17247	11.25792	11.36438
FBXW9	16.398125	15.56562	13.644884	15.502493
FCAMR	0	0	0	0
FCAR	1.752686	1.035791	0.896011	0.9354488
FCER1A	0	0	0	0
FCER1G	0.793672	0.683321	0	0.395027
FCER2	0	0.0402693	0	0
FCF1	58.3281	53.4158	63.8013	52.8664
FCF1P1	0	0	0	0
FCF1P10	0	0	0	0
FCF1P2	8.57205	7.43722	8.27782	5.76545
FCF1P3	0	0	0	0
FCF1P4	0	0	0	0
FCF1P5	0	0	0.251419	0.276503
FCF1P6	0	0	0	0
FCF1P7	0	0	0	0.245567
FCF1P8	0	0	0	0
FCF1P9	0	0	0	0
FCGBP	0.1499895	0.0538649	0.0894315	0.066551
FCGR1A	0.451689	0.198188	0.379638	0.234382
FCGR1B	0.4802734	0.7603046	0.12669186	1.03477248
FCGR1C	0	0	0	0
FCGR2A	0.110469	0.0528366	0	0.14829
FCGR2B	0.0614832	0	0	0.194832
FCGR2C	0	0	0.146613	0
FCGR3A	0	0	0	0.0975662
FCGR3B	0	0.0328856	0.0574388	0.0266864
FCGRT	2.28549	1.130337	0.912251	0.7933407
FCHO1	10.9285200003309	12.5726759157	9.711113	12.4531443359
FCHO2	15.6806707072	14.927597	11.28695	8.335932
FCHSD1	18.96767	17.018173	11.33942	12.785341
FCHSD2	12.66657	11.75707	13.243822	11.942296
FCMR	1.54697	1.548002	3.50535	3.71545
FCN1	0.321155	0.19161	0.167127	0.180427
FCN2	0	0	0	0
FCN3	0.0930831	0.0673952	0	0
FCRL1	0.0647051	0.0239014	0.0558124	0.0604241
FCRL2	0.0567749	0	0	0
FCRL3	0	0	0	0
FCRL4	0	0	0	0
FCRL5	0	0	0	0
FCRL6	0	0	0.0355949	0.038428
FCRLA	0.0561051	0	0.0889924	0.0501416
FCRLB	0.495011	0.473649	0.931644	0.892931
FDCSP	0	0	0	0
FDFT1	94.680482	92.0114880003118	132.12959496056	135.095756
FDPS	211.97775	194.42966	275.54021	288.13438
FDPSP1	0	0	0	0
FDPSP2	0.0787461	0	0	0
FDPSP3	0.0982606	0	0	0.261735
FDPSP4	0	0	0.150853	0
FDPSP5	0	0	0	0.0841225
FDPSP6	0	0	0	0
FDPSP7	0.452516	0.414567	0.335216	0.345553
FDPSP8	0	0.130675	0	0.158991
FDX1	8.00996	7.93613	9.37354	8.40772
FDX1L	40.19284	38.30309	32.21574	41.4809
FDX1P1	0	0	0	0
FDX1P2	0	0	0	0
FDXACB1	1.71946	1.10019	1.24381	0.997132
FDXR	21.020109	19.557245065	16.1907880025156	18.48182
FECH	15.7732	15.96906	15.33896	14.82704
FECHP1	0	0	0	0
FEM1A	2.6341	2.59285	3.02775	2.45425
FEM1AP1	0.133078	0.0313585	0.0752633	0
FEM1AP2	0	0	0	0
FEM1AP3	0	0	0	0.041792
FEM1AP4	0	0	0	0
FEM1B	25.6361	25.5233	25.669	21.7157
FEM1C	6.84081	6.88154	8.34757	7.06077
FEN1	69.5447	67.0925	100.414	104.119
FEN1P1	0.0816769	0	0	0.0732593
FENDRR	0.0848078	0.0879462	0.135306	0.0260017
FER	1.830736666761	3.612917	3.0640021204985	2.279877
FER1L4	14.3361	13.5287	6.64033	7.14033
FER1L5	0.0121189	0.00885315828	0.020470629493	0.03272909319
FER1L6	0	0.0393329	0	0
FER1L6-AS1	0	0	0	0
FER1L6-AS2	0.0491904	0	0	0
FERD3L	0	0	0	0
FERMT1	0.509791	0.632383	0.6001888	0.459811
FERMT2	27.6999605103	29.242950394	25.1109462	23.88569865597
FERMT3	0.8031063	0.5555343	0.4222176	0.6897951
FERP1	2.29146	2.69022	2.86145	2.07843
FES	0.222241	0.441272	0.157925	0.211503
FETUB	0	0	0	0
FEV	0	0	0	0
FEZ1	4.9317	4.324374	3.710684	3.16822
FEZ2	36.97332	37.05899	24.82418	23.87305
FEZF1	0	0	0	0.0556583
FEZF1-AS1	0.0292048	0.0210125	0	0.0797496
FEZF2	0.0818158	0.146495	0.071693	0.0369811
FFAR1	0.040108	0.0291437	0.059885	0.12557
FFAR2	1.38976	1.42509	1.147029	0.538714
FFAR3	0.0456625	0	0	0
FFAR4	0.2703930185014	0.12950500255816	0.19242800624138	0.18535200184974
FGA	0	0	0	0
FGB	0	0	0	0.0774386
FGD1	3.0144	2.89748	2.73295	3.38042
FGD2	0.334757	0.231443	0.197667	0.204099
FGD3	3.8228	3.38177	1.51985	1.545020252227
FGD4	5.425532	5.352153	4.632932	4.080595
FGD5	0.0271	0.03888275799	0.02264353071	0.0119933032
FGD5-AS1	131.40259	132.73801	113.74132	100.48033
FGD5P1	0.144115	0.0712567	0.0769953	0.0682327
FGD6	1.3743045	1.539817	1.2445	1.1825396
FGF1	0	0	0.130863	0
FGF10	0	0	0.0351406	0
FGF10-AS1	0	0	0.0415445	0
FGF11	2.750365	3.072486	2.250779	3.535594
FGF12	8.41998	7.88737	6.503294	5.424739
FGF12-AS1	0	0	0	0
FGF12-AS2	0.886979	1.76594	1.2318	0.94758
FGF12-AS3	0.839206	0.609941	0	0
FGF13	6.603594	8.482501	3.9714947	2.820975
FGF13-AS1	0.245925	0.182925	0.101702	0.179498
FGF14	0	0	0	0
FGF14-AS1	0	0	0	0
FGF14-AS2	0	0	0	0
FGF14-IT1	0	0	0	0
FGF16	0	0	0	0
FGF17	0	0	0	0
FGF18	1.17523	1.81756	2.26571	2.54714
FGF19	0	0	0.054261	0
FGF2	0.1270141	0.0188975	0.0504425	0.0489197
FGF20	0	0	0	0
FGF21	0	0	0	0.057599
FGF22	1.30772000328972	1.182694	0.97176300192202	0.883684
FGF23	0.720461	1.28124	13.3379	4.82141
FGF3	0	0	0	0
FGF4	0	0	0	0
FGF5	0.299256	0.22053	0.266674	0.244517
FGF6	0	0	0	0
FGF7	0.348958	0.21267439	0.160824	0.21669
