SRR5026767	SRR5026768	SRR5026771	SRR5026772
CRACR2B	23.30241	24.28082	25.12842	26.06706
CRADD	25.844843	26.734263	37.856923	35.404915
CRAMP1	5.8346838467	3.876980852097	7.795241	5.755307
CRAT	2.7363116	2.651821	1.4193685	1.091769
CRAT37	0.161841	0.0745412	0.235231	0.0808817
CRAT40	0	0	0	0
CRB1	0.0124899	0.0554314	0.04741	0.0319745
CRB2	0.0449373	0	0.00706371	0
CRB3	18.659609	18.0552501	37.059191	32.057673
CRB3P1	0	0	0	0
CRBN	28.30550161388	21.7612	15.216	16.8962
CRCP	23.148344	16.099161919733	25.070904	20.494201
CRCT1	0	0	0	0
CREB1	12.06963	7.054682	16.49643	11.711164
CREB3	38.638304	36.893491	55.744451	50.462452
CREB3L1	0.127294	0.0940456	0.124744	0.0403341
CREB3L2	15.0635574	9.191103	19.283913	12.95623
CREB3L3	0	0	0	0
CREB3L4	110.93148	115.26436	248.86845	235.55762
CREB5	0.331456	0.201165	0.3835945	0.200157
CREBBP	10.195287	5.3383	10.80732	6.08392
CREBL2	43.7649	35.4191	32.1859	32.6361
CREBRF	2.588454	1.4571861	1.940914	1.0598113
CREBZF	49.1034	42.7596	35.33226	34.56837
CREG1	100.469	85.3179	81.9217	81.8977
CREG2	0.0219696	0.0423014	0.0249211	0.03662
CRELD1	28.43187	29.84566	47.02253	41.35799
CRELD2	76.931351	105.370023	159.826374	176.0062
CREM	24.9254174	21.83397212078	24.4337836658	28.1406837
CRH	0	0	0	0
CRHBP	0	0	0	0
CRHR1	0.0420094	0.125429	0.0537014	0.03389753
CRHR1-IT1	25.865093	20.197783	22.310528	20.273149
CRHR2	0.04160950105575	0.02447255	0	0.024922
CRIM1	7.72673	4.41978	7.09462	5.23747
CRIP1	3.5386041	2.675172	1.250873	2.081448
CRIP1P1	0	0	0	0
CRIP1P2	0	0	0	0
CRIP1P3	0	0	0	0
CRIP1P4	0	0	0	0
CRIP2	6.582384	9.698435	7.540767	8.664855
CRIP3	0.0590851	0.0815511	0	0
CRIPAK	8.12829	7.15206	6.98793	6.63278
CRIPT	18.0741	15.8396	13.5676	13.4303
CRISP1	0.272736	0.191131	0.179816	0.197377
CRISP2	0.08313121	0.1732823	0.0819813	0.1084982
CRISP3	4.727891	3.9807	3.37758	3.57077
CRISPLD1	1.682386	1.158383	1.060373	0.905035
CRISPLD2	0.314266	0.212554	0.994777	0.842452
CRK	40.21201	31.03588	37.5324	34.179
CRKL	21.0698	14.8768	21.7984	17.9049
CRLF1	0.0753854	0.210921	0.148115	0.0637501
CRLF2	0.0303934	0	0	0
CRLF3	10.1764	7.55679	10.2691	10.0564
CRLS1	69.033601	72.009484	66.960703	76.53315
CRMP1	2.517292	2.184617	1.5476	1.408925
CRNDE	74.706842	78.290324	42.4556413	52.623095
CRNKL1	28.963560576063	22.902533175041	36.467302462684	35.8520590263448
CRNN	0	0	0	0
CROCC	1.6775	1.89775	1.12023	1.39282
CROCC2	0.616765	0.597696	0.427244	0.380989
CROCCP1	0.0073717	0	0.00713428	0
CROCCP2	3.072641	2.426979	2.687875	1.879518
CROCCP3	1.3268535	0.267651	1.0815406	1.159934
CROCCP4	0	0	0.0923426	0
CROCCP5	0	0	0	0
CROT	25.799041	18.635639	37.412835	38.83815
CRP	0	0	0	0
CRPP1	0	0.161732	0	0
CRTAC1	0	0	0	0
CRTAM	0.320124	0.0475368	0.188904	0.124609
CRTAP	32.8262	24.204	20.18895	13.66097
CRTC1	6.24348	4.4133995	6.96317	5.339640227186
CRTC2	10.857711	10.29326	14.74835	10.51492
CRTC3	5.824946	2.844606	5.5316213	3.2158634
CRTC3-AS1	1.766477	1.782262	1.164096	0.3035727
CRX	0.230119	0.182662	0.30801	0.247795
CRY1	16.8395	12.7188	22.2616	20.4071
CRY2	5.38019	4.28216	6.74962	4.9153
CRYAA	0.0904694	0.197749	0	0
CRYAB	12.2007952	12.898526	15.758165	17.9769314
CRYBA1	0.0724388	0	0.0718993	0.0620633
CRYBA2	0.305578	0.12769	0	0.0648004
CRYBA4	0	0	0	0
CRYBB1	0.0440436	0	0.0871993	0
CRYBB2	0.0600941	0.200797	0.173776	0.101098
CRYBB2P1	9.891761	10.110874	13.94641	11.885923
CRYBB3	0.186978	0.049287	0.369057	0.0993678
CRYBG3	2.78595	1.17811	1.79896	1.28204
CRYGA	0	0	0.0947491	0
CRYGB	0	0	0	0.0782904
CRYGC	0	0	0	0
CRYGD	0.0926899	0	0	0
CRYGEP	0.220343	0	0	0.0939067
CRYGFP	0	0	0	0
CRYGGP	0	0	0	0
CRYGN	0	0.0668993	0	0
CRYGS	1.262567	1.728432	0.990477	0.995163
CRYL1	80.8061	90.5475	62.881	61.0098
CRYM	0.455641	0.856241	1.38056	1.13635
CRYM-AS1	0.267013	0.2942839	0.360581	0.480597
CRYZ	28.213685	22.44267	18.52815	20.99814
CRYZL1	23.397528	21.112078	21.961817	21.708279
CRYZP1	0.130968	0	0.195405	0.114523
CRYZP2	0	0	0	0
CS	184.393438	115.695635	163.472405	117.80345
CSAD	9.28776	8.94571	6.6303081	6.790316
CSAG1	110.31224	123.79594	109.09962	122.98665
CSAG2	81.26821	55.19182	85.17528	69.082338
CSAG3	147.4933	170.4804	168.444	170.9356
CSAG4	13.94503	6.99958	11.20786	9.12163
CSDAP1	0.0489172	0.0813956	0.0481006	0
CSDC2	0.0425155	0.023939	0.0558741	0.0357047
CSDE1	358.4687336	234.943998	321.754630001033	253.57715300955
CSE1L	141.42582	113.36279	114.49391	105.570891
CSE1L-AS1	0.318507	0.179497	0.105526	0.18194
CSF1	0	0	0.0337311	0
CSF1R	0.0210912	0.00893752	0.103557	0.0446688
CSF2	0	0	0	0
CSF2RA	0.3445378	0.3392322	0.23215055	0.1431336
CSF2RB	0.0721184	0.04373955476	0.110499	0.09638274
CSF2RBP1	0	0	0	0
CSF3	0.0860303	0	0.0282739	0.0243985
CSF3R	0.0282445	0.0145926	0.0340926	0.046428
CSGALNACT1	1.648661	1.1478	6.642396	4.58468
CSGALNACT2	14.8922	10.8391	15.2537	15.399
CSH1	0	0	0.0847602	0
CSH2	0	0	0	0
CSHL1	0	0	0	0
CSK	47.20246	38.57414	53.06503	40.78678
CSMD1	1.64384	0.913397	1.49787	0.8423
CSMD2	0.08418599	0.15283308	0.0284943	0.06279269
CSMD2-AS1	0	0.0314232	0	0
CSMD3	0.00411291	0	0.00405901	0.00356856
CSN1S1	0	0	0	0
CSN1S2AP	0	0	0	0
CSN2	0	0	0	0
CSN3	0	0	0	0
CSNK1A1	219.67812	171.975129001435	252.74852	252.77392
CSNK1A1L	0	0	0	0
CSNK1A1P1	0	0.0498824	0	0
CSNK1A1P3	0	0.249513	0	0
CSNK1D	74.411958	64.9875832	85.086147	71.2863
CSNK1E	40.9800030231932	33.3234767035397	47.65812	37.837692
CSNK1G1	8.16715194	4.4502003	6.1582	4.561916
CSNK1G2	21.7405	20.9427	24.34	22.0667
CSNK1G2-AS1	0.0986809	0	0.035884	0.124065
CSNK1G2P1	0	0	0	0
CSNK1G3	24.3372810165576	18.01343748	25.5041	22.91924
CSNK2A1	91.81028	59.406509	88.86455	60.159674
CSNK2A2	17.7958	14.3143	16.0147	14.0996
CSNK2A3	0.334288	0.115105	0.319191	0.121692
CSNK2B	195.57932	199.09537	213.814646	217.663764
CSPG4	0.0544649	0.0836478	0.048695	0.0252008
CSPG4P10	4.982372	2.51119	12.52323	6.93209
CSPG4P11	1.45193	1.00595	3.67486	2.09211
CSPG4P12	2.54041	1.120802	4.50829	2.27146
CSPG4P13	0.0417457	0	0	0
CSPG4P1Y	0	0	0	0
CSPG4P2Y	0	0	0	0
CSPG4P3Y	0	0	0	0.00563728
CSPG4P4Y	0	0	0	0.00364147
CSPG4P5	0	0.154232	0	0
CSPG5	11.621938	12.077945	9.026815	8.310738
CSPP1	5.8512766	4.2525903	4.15101	3.57712
CSRNP1	10.2243	7.0352	17.3813	12.0615
CSRNP2	8.24664	5.28349	8.41788	6.41542
CSRNP3	0.0198103	0.0038754335402	0	0
CSRP1	139.88755	118.277429	125.642348	102.52757
CSRP2	0.353194	0.2454537	0.154647	0.536697
CSRP2BP	12.73577	10.8455100046581	8.99222	7.76726
CSRP3	0	0	0	0.0318549
CST1	5.304	5.02705	6.04542	6.3851
CST11	0	0.094266	0	0
CST12P	0	0	0	0
CST13P	0	0	0	0
CST2	0.139464	0	0	0.235771
CST2P1	0	0	0	0
CST3	118.05373	148.972657	122.83928	114.472984
CST4	0.366913	0.311092	0.149326	0.253292
CST5	0	0	0	0.0589783
CST6	0	0	0	0
CST7	0	0	0.0524096	0
CST8	0.0599375	0	0	0.0513273
CST9	0	0.0476916	0	0
CST9L	0	0	0	0
CST9LP1	0	0	0	0
CST9LP2	0	0	0	0
CSTA	1.1026	0.849367	0.824082	0.800628
CSTB	81.36	72.4588	78.072	70.3229
CSTF1	22.6859	19.7746	22.5403	20.0177
CSTF2	22.87375	16.11341	22.11487	15.22934
CSTF2T	25.4756	18.9806	27.4553	22.5955
CSTF3	48.22896	45.0323	38.73395	42.82062
CSTF3-AS1	0.295472	0.219796	0.201524	0.118786
CSTL1	0.133445	0.112103	0	0
CSTP1	0	0	0	0
CSTP2	0	0	0	0
CT45A1	0	0	0	0
CT45A10	0	0.503622	0.145661	0.2007713
CT45A11P	0	0	0	0
CT45A2	0	0	0	0
CT45A3	0	0	0.159368	0
CT45A5	0.0866714	0	0.168568	0
CT45A6	0	0	0	0
CT45A7	0	0	0	0
CT45A8	0	0	0	0
CT45A9	0	0	0	0
CT47A1	0	0	0	0
CT47A10	0	0	0	0
CT47A11	0	0	0	0
CT47A12	0	0.0686988	0	0.103839
CT47A2	0	0	0	0
CT47A3	0	0	0	0
CT47A4	0	0	0	0
CT47A5	0	0	0	0
CT47A6	0	0	0	0
CT47A7	0	0	0	0
CT47A8	0	0	0	0
CT47A9	0	0	0	0
CT47B1	0	0	0	0
CT55	0.37465856	0.26843	0.2437859	0.321141
CT62	0	0.0139247	0	0.044737
CT83	0	0	0	0
CT867976.1	0	3.71374	0	3.36374
CT867977.1	0	0	2.88245	0
CT978678.1	0	0	0	0
CTA-109P11.1	0	0	0	0
CTA-109P11.4	0	0	0	0
CTA-113A6.1	0.376391	0.127231	0.0729142	0.376433
CTA-113A6.2	3.16474	3.01592	5.13494	2.82738
CTA-125H2.1	0	0	0	0
CTA-125H2.2	0	0	0	0
CTA-125H2.3	0	0	0	0
CTA-126B4.7	0.203395	0	0	0.087725
CTA-14H9.5	0	0	0	0
CTA-150C2.13	1.08683	1.67847	0.810056	1.0969
CTA-150C2.20	0	0	0	0
CTA-204B4.2	2.12714	1.84367	1.81532	1.50068
CTA-212A2.1	0	0	0	0.0436248
CTA-212A2.2	0.835404	0.460711	0.473105	0.499284
CTA-212A2.3	0.541285	0.401941	0.46618	0.360428
CTA-212A2.4	0.276894	0.142585	0.241838	0.226313
CTA-212D2.2	0.224379	0.435611	0.0733301	0.0637123
CTA-215D11.4	0.0678437	0.21438	0.0723786	0.0791122
CTA-217C2.2	0.63169	0.393358	0.476669	0.687166
CTA-21C21.1	0	0	0	0
CTA-221G9.10	0	0	0	0
CTA-221G9.11	0.206198	0.162631	0.173794	0.202364
CTA-221G9.12	2.45998	2.13061	2.73677	2.22498
CTA-221G9.7	0.42314	0	0	0
CTA-223H9.9	1.09475	0.795811	0.774964	1.06808
CTA-228A9.3	1.69734	1.24954	1.09594	0.799316
CTA-228A9.4	0.357679	0.282459	0.387622	0.266276
CTA-242H14.1	0	0	0	0
CTA-243E7.1	0.197118	0.127823	0.229712	0.149883
CTA-243E7.2	0.0153319	0	0.0149212	0.0131302
CTA-243E7.3	0.147721	0.141943	0.125754	0.236728
CTA-243E7.4	0.300579	0.203551	0.170892	0.287572
CTA-246H3.11	0.988552	0.33869	0.568209	0.284415
CTA-246H3.12	0.812	0.628847	0.585291	0.439696
CTA-246H3.8	0.235235	0	0	0.321271
CTA-249B10.1	0	0	0	0
CTA-250D10.19	0	0	0.127768	0
CTA-250D13.1	0	0	0	0
CTA-253N17.1	0.23761	0.198186	0.235329	0.41003
CTA-254O6.1	0.305516	0.141482	0.202163	0.179828
CTA-256D12.11	0.688033	0	0	0
CTA-268H5.12	0	0	0	0.244515
CTA-268H5.14	0.198249	0.277042	0.259694	0.0279445
CTA-268H5.9	0.236392	0	0	0.101813
CTA-276F8.1	0.680285	0.607886	0.336162	0.777807
CTA-276F8.2	0	0	0	0
CTA-276O3.4	0	0	0	1.00259
CTA-280A3__B.2	0	0	0	0
CTA-280A3.2	0.211589	0.148688	0.128245	0.124286
CTA-286B10.7	0.0696233	0	0.225131	0
CTA-286B10.8	0.124929	0.0517726	0.184239	0
CTA-292E10.6	9.37854	8.07186	7.469958	9.12013
CTA-292E10.7	0	0	0	0
CTA-292E10.8	2.0657	2.24114	3.23123	3.69704
CTA-293F17.1	0.19742	0	0	0
CTA-298G8.2	0	0	0	0
CTA-299D3.8	0	0	0	0
CTA-29F11.1	8.92795	9.36322	7.89814	6.88869
CTA-305I2.1	0	0	0.0898996	0.0582455
CTA-313A17.2	0	0	0	0
CTA-313A17.3	1.86502	1.98718	2.35588	3.27337
CTA-313A17.5	0.381975	0	0	0
CTA-315H11.2	0.488011	0.198717	0.381354	0.193185
CTA-31J9.2	0	0	0	0
CTA-326K9.1	0	0	0	0
CTA-331F8.1	0	0	0	0
CTA-331P3.1	0	0	0.0345951	0.0301351
CTA-339C12.1	0	0	0	0
CTA-342B11.1	0	0	0	0
CTA-342B11.2	0.28035	0.156116	0.204309	0.343459
CTA-345G4.1	0	0	0.202031	0
CTA-351J1.1	0.303534	0.503747	0.298725	0.258193
CTA-360L10.1	0.37927	0.3875	0.091751	0.0857909
CTA-363E19.2	0.0896125	0	0.0886717	0.0776239
CTA-363E6.1	0.173788	0.0361116	0.0432045	0
CTA-363E6.2	0.246132	0.191353	0.247123	0.0954988
CTA-363E6.3	0.361731	0.169485	0.163977	0.124506
CTA-363E6.5	0	0	0.0855598	0
CTA-363E6.6	0	0.153851	0.0905784	0.0985833
CTA-363E6.7	0	0	0	0
CTA-363E6.8	0.164185	0.0677871	0	0.0714115
CTA-369K23.1	0	0	0	0
CTA-373H7.7	0.241973	0.101464	0.349141	0.196636
CTA-384D8.31	5.59738	2.37718	0	3.73169
CTA-384D8.33	1.33386	0.626049	1.77039	1.14516
CTA-384D8.34	0	0	0	0
CTA-384D8.35	0.108388	0.625754	0.324353	0.0942823
CTA-384D8.36	2.99373	3.5349	4.03234	3.31182
CTA-38K21.2	0.0346255	0.0878047	0.0169899	0.0146224
CTA-390C10.10	0.723858	0.400893	0.529422	0.504151
CTA-390C10.9	0.372941	0.234655	0.276634	0
CTA-392C11.1	0	0	0	0
CTA-392C11.2	0	0	0	0
CTA-392E5.1	0	0	0	0
CTA-397C4.2	0	0	0	0
CTA-397H3.3	0.22505	0.383615	0	0
CTA-398F10.1	5.38037	2.86422	1.2354	2.1536
CTA-398F10.2	4.1502	1.72468	3.45311	2.10257
CTA-407F11.7	0	0	0	0
CTA-407F11.8	0.615955	0.557739	0.156801	0
CTA-407F11.9	0	0	0	0
CTA-414D7.1	0.0466088	0.0305876	0.0652023	0.0352809
CTA-415G2.2	0	0	0	0
CTA-440B3.1	0	0.260872	0	0
CTA-444M12.3	0	0	0	0
CTA-445C9.14	6.536585	7.00102	4.920308	5.33896
CTA-481E9.2	0.0749929	0.163408	0.369733	0.382742
CTA-481E9.3	0	0	0	0
CTA-481E9.4	2.65552	0.997157	1.19489	1.21953
CTA-503F6.2	0	0	0	0
CTA-520D8.2	0	0	0	0
CTA-714B7.4	0.0359288	0	0	0
CTA-714B7.7	0	0	0	0
CTA-722E9.1	0.239802	0	0.0604527	0
CTA-747E2.10	0.143819	0.238258	0	0.124949
CTA-796E4.3	0	0	0	0
CTA-796E4.4	0	0	0	0
CTA-797E19.1	0	0.151321	0	0
CTA-797E19.2	0	0.614525	0	0
CTA-833B7.2	0	0	0	0
CTA-85E5.6	0	0	0	0
CTA-85E5.7	0	0	0.268427	0
CTA-929C8.5	0	0	0	0
CTA-929C8.6	0	0	0	0
CTA-929C8.7	0	0	0	0
CTA-929C8.8	0	0	0	0
CTA-941F9.10	0.22577	0.122173	0.201388	0.170102
CTA-963H5.5	1.71842	1.29293	0.809872	1.40796
CTA-972D3.2	0.267815	0	0.134071	0.469037
CTA-984G1.5	4.34496	3.01467	3.78504	3.50447
CTA-989H11.1	4.19676	4.70984	3.9015	3.78747
CTA-992D9.10	0.0439291	0.0361875	0.0444834	0.0386343
CTA-992D9.11	0.0807533	0.0244602	0	0.0568378
CTA-992D9.6	0	0	0	0
CTA-992D9.7	0	0	0	0
CTA-992D9.8	0.0963741	0.0690801	0.21082	0.081569
CTA-992D9.9	0	0	0	0
CTAG1A	0.0526047	0.0361923	0.0346447	0.0590929
CTAG1B	0.0526047	0.0361923	0.0346447	0.0590929
CTAG2	0.105919	0.237693	0.069545	0.239127
CTAGE1	0	0.0402449	0	0
CTAGE10P	0	0	0	0
CTAGE11P	0.024087	0	0.0235575	0
CTAGE12P	0.0237616	0.0199738	0	0
CTAGE13P	0	0	0	0
CTAGE14P	0	0	0	0.0400919
CTAGE15	1.24696	0.675623	1.2551	0.734783
CTAGE16P	0	0	0	0.0195628
CTAGE3P	0.0459666	0.0577512	0.134869	0.0196954
CTAGE4	9.13066	6.32408	7.71921	5.87804
CTAGE5	18.26498156905	12.0937980041243	20.2312585229	16.7267720237634
CTAGE6	0	0	0	0
CTAGE7P	0.723062	0.303233	0.377377	0.0970674
CTAGE8	6.07076	5.3153	5.7328	6.09612
CTAGE9	0	0	0	0.135436
CTB-102L5.4	1.66406	2.06784	1.43748	1.33182
CTB-102L5.7	0.0713251	0	0.0705697	0.0202349
CTB-102L5.8	0.93534	0.537269	0.553591	0.160838
CTB-1048E9.7	0.166301	0.0695223	0.0825572	0.24509
CTB-105L4.2	0	0	0	0
CTB-105N12.2	0	0	0	0
CTB-107G13.1	0.040039	0	0.0194644	0
CTB-108O6.2	0	0	0	0
CTB-109A12.1	0	0	0.0717256	0
CTB-10G5.1	0	0	0	0
CTB-111F10.1	0.13575	0	0	0.348225
CTB-111H14.1	0.441481	0.0930032	0	0
CTB-113D17.1	0	0.0238327	0	0
CTB-113I20.1	2.47801	0	2.56203	0
CTB-113I20.2	2.39037	4.69961	2.7484	3.32028
CTB-113P19.1	0	0	0	0
CTB-113P19.3	2.35153	1.13167	1.22485	1.15633
CTB-113P19.4	0.0354197	0	0	0
CTB-113P19.5	1.17477	1.4769	0.589216	0.38673
CTB-1144G6.5	0	0	0	0
CTB-1144G6.6	0.121663	0.202014	0	0.43343
CTB-114C7.4	0.0224699	0	0	0
CTB-118N6.2	1.96311	2.06672	0.998918	0.823758
CTB-118P15.2	0	0	0	0
CTB-118P15.3	0	0	0	0
CTB-119C2.1	0.899286	0.623371	1.15664	1.04504
CTB-11I22.1	0.244519	0	0	0
CTB-11I22.2	0	0	0	0.254939
CTB-120L21.1	0	0.31866	0	0
CTB-127C13.1	0.121523	0.0567499	0.0840734	0.113591
CTB-127M13.1	0	0	0	0
CTB-129O4.1	2.12797	1.98981	2.68193	2.39634
CTB-129P6.11	0.861053	0.542047	0.429337	0
CTB-129P6.4	0	0.265812	0	0.276913
CTB-129P6.7	0.370561	0.328767	0.342932	0.326567
CTB-12A17.2	0.198018	0.0491949	0.392392	0.245966
CTB-12A17.3	0	0	0	0.532146
CTB-12O2.1	0.0433542	0	0.0432891	0.0636682
CTB-131B5.2	0.458812	0.321816	0.628549	0.43356
CTB-131B5.5	0.317817	0.627919	0.636772	0.642665
CTB-131K11.1	37.829	22.7797	32.3217	24.3916
CTB-133G6.1	0.112042	0.119483	0.193017	0.0948795
CTB-133G6.2	0.841846	0.271508	0	0.578522
CTB-134F13.1	0.377345	0	0.190094	0.163758
CTB-134H23.2	0.655285	0.158828	0.255466	0.233954
CTB-134H23.3	0	0	0	0
CTB-138E5.1	0	0	0	0
CTB-139P11.2	0.212642	0.105151	0.178598	0.117203
CTB-13F3.1	0.984234	1.43556	1.7418	0.424932
CTB-13L3.1	0	0.225228	0.868033	4.02927
CTB-140J7.2	0	0	0	0
CTB-147C13.1	0	0	0	0
CTB-147C22.3	0.544673	0	0.272138	0
CTB-147C22.6	0	0	0	0
CTB-147C22.8	0	0	0	0
CTB-147C22.9	0	0	0	0
CTB-147N14.4	0	0	0.35728	0.309919
CTB-147N14.6	0.532509	2.96066	0.940032	1.40036
CTB-147N14.7	0	0	0	0
CTB-14A14.1	0	0	0	0
CTB-14A14.2	0	0	0	0.0273416
CTB-151G24.2	4.72005	1.44627	3.20802	0.855398
CTB-152G17.4	0	0	0	0
CTB-152G17.5	0	0	0	0
CTB-152G17.6	0.280219	0.324169	0.360456	0.173786
CTB-158D10.3	0	0	0.0217924	0
CTB-158E9.1	0	0	0	0
CTB-158E9.2	0	0	0	0
CTB-159G17.3	2.93072	2.22353	1.64515	2.7049
CTB-159G17.4	0	0	2.29855	0.771707
CTB-160O22.1	0	0	0	0
CTB-161C1.1	0	0	0	0.0990179
CTB-161J7.1	0	0	0	0
CTB-161J7.2	0	0	0	0
CTB-161M19.1	0	0.244177	0	0
CTB-161M19.2	0.113172	0	0	0
CTB-161M19.4	0.0727366	0.523748	0.931529	0.229225
CTB-162E12.1	0.062555	0	0.0624765	0.0535793
CTB-162J7.1	0	0	0	0
CTB-164L20.1	0	0	0	0
CTB-164N12.1	0	0	0	0
CTB-167B5.1	0.227568	0	0	0
CTB-167G5.3	0.160238	0.136097	0	0
CTB-167G5.6	0.610219	0.432297	0.8232723	0.23575
CTB-167G5.7	0	0.0926216	0	0.0927277
CTB-171A8.1	0.126899	0.0536298	0.335568	0.116563
CTB-174D11.1	0	0.0857318	0	0
CTB-174D11.2	0	0	0	0
CTB-174D11.3	0	0	0	0
CTB-174O21.2	0.109297	0	0	0
CTB-175E5.7	0.107773	0	0.540679	0.649001
CTB-176F20.3	0.134717	0.0520092	0.0824699	0.0807685
CTB-178M22.1	0	0	0.0226938	0
CTB-178M22.2	9.1707	7.86445	6.68386	5.54084
CTB-179I1.1	0	0	0	0
CTB-179I1.2	0	0	0	0
CTB-179I1.3	0	0	0	0
CTB-179K24.3	1.007515	0.514043	0.816843	0.189915
CTB-17P3.4	0.469101	1.18714	0	0
CTB-180A7.3	0	0.266829	0.104599	0.268775
CTB-180A7.6	0	0	0	0.167749
CTB-180A7.8	0	0	0	0
CTB-180C19.1	0	0	0	0
CTB-181F24.1	0	0	0	0
CTB-181H17.1	0.064078	0.02416	0.0856983	0.0601243
CTB-184G21.3	3.49192	1.55115	1.83336	1.23343
CTB-186G2.1	0	0	0	0
CTB-186G2.4	0	0	0.999265	0
CTB-186H2.2	0	0	0	0.177394
CTB-186H2.3	0.0696541	0.056035	0.0129966	0.0190695
CTB-187L3.1	0.292445	0	0	0
CTB-187M2.1	0	0	0	0
CTB-187M2.2	0	0	0	0
CTB-189B5.3	0.137381	0	0	0
CTB-191D16.1	0	0	0	0
CTB-191K22.5	5.10987	8.33604	7.01536	10.2941
CTB-191K22.6	0	0	0	0
CTB-193M12.1	0	0	0	0
CTB-193M12.3	0	0	0.420763	0.240754
CTB-193M12.5	7.74159	6.46856	6.59902	6.44273
CTB-1H10.1	0	0	0	0
CTB-1I21.1	0.167235	0	0	0
CTB-1I21.2	0	0	0	0
CTB-20D2.1	0	0	0	0
CTB-22K14.1	0.0111155	0	0	0
CTB-22K21.2	0	0	0	0
CTB-23I7.1	0	0	0	0
CTB-23I7.2	0	0	0	0
CTB-23I7.3	0	0	0	0
CTB-25B13.12	6.91224	6.91455	5.18649	4.5978
CTB-25B13.5	1.17523	0.67936	0.513684	1.11087
CTB-25B13.9	0.544267	0.114264	0.537114	0.229417
CTB-25J19.1	0	0.415196	0.235902	0
CTB-26E19.1	0.202552	0.17032	0.0332121	0.0287361
CTB-2L9.1	0	0	0	0
CTB-30L5.1	0	0.113696	0	0
CTB-31C7.3	0	0	0	0
CTB-31N19.2	0	0	0	0
CTB-31N19.3	0.157063	0.130946	0.233243	0.545541
CTB-31N19.4	0	0.00265467	0	0.134324
CTB-31N19.5	0	0	0	0
CTB-31O20.2	6.37588	7.7204	5.11981	5.85028
CTB-31O20.3	0	1.66945	0.000346105	1.3934
CTB-31O20.4	0.901408	0.535796	0.89045	0.2182959
CTB-31O20.6	1.80464	0	8.16356e-09	0
CTB-31O20.8	0.36226	0.152497	0.180649	0.229228
CTB-31O20.9	0	0	0	0
CTB-32H22.1	0	0	0	0
CTB-32O4.2	1.02248	0.727985	1.514037	0.802394
CTB-32O4.3	0.195256	0.16728	0.258	0.276587
CTB-32O4.4	0.262641	0	0.131488	0.114374
CTB-32P11.1	0	0	0	0
CTB-33G10.1	0	0.264896	0.205507	0.532886
CTB-33G10.11	0	0	0	0
CTB-33G10.6	0	0	0	0
CTB-33O18.1	0	0.128224	0	0
CTB-33O18.2	0	0	0	0
CTB-33O18.3	0.065875	0.0672948	0.0652794	0.0227259
CTB-35F21.1	0	0	0	0
CTB-35F21.2	0	0	0	0
CTB-35F21.3	0	0	0	0
CTB-35F21.4	0	0	0	0
CTB-35F21.5	0	0	0	0
CTB-36H16.2	1.79731	1.0139	0.708932	0.498675
CTB-36O1.3	0	1.76051	0	0
CTB-37A13.1	0	0	0	0
CTB-39G8.2	0	0	0	0
CTB-39G8.3	1.26116	0.826817	1.06869	0.237028
CTB-3M24.1	0	0	0	0
CTB-3M24.2	0	0	0	0
CTB-3M24.3	0	0	0	0
CTB-40H15.4	0	0.318181	0	0
CTB-41I6.1	0.171532	0.144621	0	0
CTB-41I6.2	0.115066	0	0.229852	0
CTB-43E15.1	0	0	0	0
CTB-43E15.2	0	0	0	0
CTB-43I4.1	0	0	0	0
CTB-43P18.1	8.93545	11.8076	7.18283	16.6642
CTB-46B19.2	0.215526	0.4045763	0.665557	0.566912
CTB-47B11.1	0.360814	0	0	0
CTB-47B11.3	0.9815218	0.358588	0.167695	0.460573
CTB-47B8.1	0.284179	0.48229	0	0
CTB-47B8.4	0	0	0	0
CTB-47B8.5	0	0	0.0281478	0.024337
CTB-49A3.1	0	0.059403	0	0
CTB-49A3.2	0.155447	0	0.110347	0
CTB-49A3.4	0.635267	0	0	0
CTB-49A3.5	0	0	0	0
CTB-4E7.1	0	0	0	0
CTB-50E14.4	0	0	0	0
CTB-50E14.5	8.45955	4.34536	7.42964	6.7825
CTB-50L17.10	25.4952	30.25927	27.3804	29.3587
CTB-50L17.14	0.0576938	0.0521838	0.136235	0
CTB-50L17.16	0.435713	0.740083	0.190513	0
CTB-50L17.2	0	0.104605	0.247494	0
CTB-50L17.5	0	0	0	0
CTB-50L17.7	0.389969	0	0.580505	0.163612
CTB-50L17.8	1.45432	0.678337	0.877213	0.727476
CTB-50L17.9	0.330231	0.746494	0.65537	0.375139
CTB-51A17.1	0	0	0	0
CTB-51E13.1	1.13605	0	0	0
CTB-51J22.1	0.111054	0.191706	0	0
CTB-52I2.3	0	0	0	0
CTB-52I2.4	0.0622746	0.0778557	0.152631	0.132245
CTB-52I2.7	0	0.118505	0	0.130308
CTB-54I1.1	0	0	0	0
CTB-54O9.9	0.806289	0.616933	1.58623	0.463341
CTB-55O6.10	1.45298	0.971169	1.45908	2.53271
CTB-55O6.12	0.615498	0.423504	0.695876	0.365771
CTB-55O6.13	0.99885	1.05644	2.03981	1.54517
CTB-55O6.4	0	0	0	0
CTB-55O6.8	0.728397	0.944854	0.281562	0.3238618
CTB-55P19.1	0	0	0	0
CTB-56J15.1	0	0	0	0
CTB-57H20.1	0	0	0	0
CTB-58E17.1	4.29749	4.57769	2.98865	3.06045
CTB-58E17.2	0	0	0	0
