Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_id.84	gene_type.84	chr	start	stop	loc.84	gene_name.107	gene_type.107	chr.107	start.107	stop.107	loc.107	gene_id.107
CCNY	5146.3125461073	0.0696572901575061	0.0364041889001346	1.91344161927609	0.0556915406284278	0.459052213508647	ENSG00000108100	protein_coding	chr10	35247025	35572669	chr10:35247025	CCNY	protein_coding	chr10	35247025	35572669	chr10:35247025	ENSG00000108100
CCNYL1	2528.28441073086	0.0786785082604109	0.0643069782660934	1.22348321102649	0.221147241562182	0.717840856175123	ENSG00000163249	protein_coding	chr2	207711540	207761839	chr2:207711540	CCNYL1	protein_coding	chr2	207711540	207761839	chr2:207711540	ENSG00000163249
CCP110	1635.09456905642	-0.0115069593909581	0.0772601888208961	-0.148937759104284	0.881602746027998	0.981446655417302	ENSG00000103540	protein_coding	chr16	19523811	19553408	chr16:19523811	CCP110	protein_coding	chr16	19523811	19553408	chr16:19523811	ENSG00000103540
CCPG1	7566.21510796928	0.112345216475765	0.144204469233345	0.77906889483413	0.435939132024385	0.855126030578098	ENSG00000260916	protein_coding	chr15	55340032	55408510	chr15:55340032	CCPG1	protein_coding	chr15	55340032	55408510	chr15:55340032	ENSG00000260916
CCS	593.002714658611	0.0596270652764495	0.0682750600452407	0.873335962457436	0.382479984228875	0.830640538736439	ENSG00000173992	protein_coding	chr11	66592821	66606019	chr11:66592821	CCS	protein_coding	chr11	66593153	66606019	chr11:66593153	ENSG00000173992
CCSAP	961.315273726211	0.229254909972147	0.0878582256979512	2.60937331878639	0.00907082246176698	0.195787825653983	ENSG00000154429	protein_coding	chr1	229321005	229343294	chr1:229321005	CCSAP	protein_coding	chr1	229321011	229343294	chr1:229321011	ENSG00000154429
CCSER2	4906.84668197534	0.0510510715329557	0.0506605945204689	1.00770770687124	0.313594804065889	0.791817376924762	ENSG00000107771	protein_coding	chr10	84328586	84518521	chr10:84328586	CCSER2	protein_coding	chr10	84328586	84518521	chr10:84328586	ENSG00000107771
CCT2	11969.8538653271	-0.0081056799006679	0.100460879909942	-0.0806849383355416	0.935692515226685	0.988282274000988	ENSG00000166226	protein_coding	chr12	69585334	69601570	chr12:69585334	CCT2	protein_coding	chr12	69585426	69601570	chr12:69585426	ENSG00000166226
CCT3	15530.3167232165	0.0386664198268851	0.0742653968601802	0.520651897944914	0.602609289023211	0.910826641393147	ENSG00000163468	protein_coding	chr1	156308968	156367873	chr1:156308968	CCT3	protein_coding	chr1	156308968	156367873	chr1:156308968	ENSG00000163468
CCT4	14452.9039946927	0.0067767548902966	0.0843622600035596	0.0803292241105284	0.935975415831668	0.988290834962859	ENSG00000115484	protein_coding	chr2	61868089	61888804	chr2:61868089	CCT4	protein_coding	chr2	61868085	61888671	chr2:61868085	ENSG00000115484
CCT5	20285.0845319436	0.0377335894406678	0.121042992289347	0.311737083882291	0.755240342479839	0.953591462789648	ENSG00000150753	protein_coding	chr5	10249921	10266412	chr5:10249921	CCT5	protein_coding	chr5	10249929	10266389	chr5:10249929	ENSG00000150753
CCT6A	14579.9867215447	-0.0123528391910576	0.0890921731254133	-0.138652350231358	0.889724873293229	0.98203269950387	ENSG00000146731	protein_coding	chr7	56051630	56063989	chr7:56051630	CCT6A	protein_coding	chr7	56051685	56063989	chr7:56051685	ENSG00000146731
CCT6B	108.910825021923	-0.169311539106473	0.194330198786191	-0.871256964506869	0.383613862740874	0.831053541172131	ENSG00000132141	protein_coding	chr17	34927859	34981078	chr17:34927859	CCT6B	protein_coding	chr17	34927859	34981078	chr17:34927859	ENSG00000132141
CCT7	14498.2932680026	0.0419680942385567	0.0798191810407775	0.525789587055727	0.599034410253641	0.909199529148271	ENSG00000135624	protein_coding	chr2	73233420	73253021	chr2:73233420	CCT7	protein_coding	chr2	73233420	73253021	chr2:73233420	ENSG00000135624
CCT8	12243.8485042728	0.0416652093231068	0.0789170027977387	0.527962388915011	0.597525440906857	0.908587229544537	ENSG00000156261	protein_coding	chr21	29055805	29073797	chr21:29055805	CCT8	protein_coding	chr21	29055805	29073797	chr21:29055805	ENSG00000156261
CCZ1	4195.5103821158	0.0407177877116186	0.0686386324346343	0.593219682084937	0.553034142280956	0.893698061949232	ENSG00000122674	protein_coding	chr7	5898725	5926550	chr7:5898725	CCZ1	protein_coding	chr7	5898725	5926550	chr7:5898725	ENSG00000122674
CCZ1B	1600.41852330983	-0.221567002525161	0.141958450615999	-1.56078769219949	0.118573852369067	0.590505811610074	ENSG00000146574	protein_coding	chr7	6794134	6826770	chr7:6794134	CCZ1B	protein_coding	chr7	6794134	6826770	chr7:6794134	ENSG00000146574
CD109	25825.3193903747	-0.0333757349821426	0.124292365676501	-0.268526025717544	0.788294444607382	0.961289426932909	ENSG00000156535	protein_coding	chr6	73695785	73828316	chr6:73695785	CD109	protein_coding	chr6	73695785	73828316	chr6:73695785	ENSG00000156535
CD14	72.6386049063661	0.208569454141092	0.183702089246239	1.13536789372885	0.256221206091094	0.749962440131815	ENSG00000170458	protein_coding	chr5	140631728	140633701	chr5:140631728	CD14	protein_coding	chr5	140631728	140633700	chr5:140631728	ENSG00000170458
CD151	17310.9311510622	0.165608270075975	0.0831241856265922	1.99229945926827	0.0463382110033244	0.429871394178386	ENSG00000177697	protein_coding	chr11	832843	839831	chr11:832843	CD151	protein_coding	chr11	832887	839831	chr11:832887	ENSG00000177697
CD164	23264.8312361344	0.0158975904059177	0.0372039215768716	0.427309534374482	0.669153889238163	0.930623630733979	ENSG00000135535	protein_coding	chr6	109366514	109382559	chr6:109366514	CD164	protein_coding	chr6	109366514	109382467	chr6:109366514	ENSG00000135535
CD24	969.596840979808	-0.313475285808611	0.484191934814235	-0.647419469985346	0.517360498243197	0.885070437017818	ENSG00000272398	protein_coding	chr6	106969831	106975627	chr6:106969831	CD24	protein_coding	chr6	106969831	106975627	chr6:106969831	ENSG00000272398
CD248	31242.6649996496	-0.103882043729264	0.0811113257240455	-1.28073413671832	0.200287065094182	0.700391140331673	ENSG00000174807	protein_coding	chr11	66314487	66317044	chr11:66314487	CD248	protein_coding	chr11	66314494	66317044	chr11:66314494	ENSG00000174807
CD27-AS1	449.325986635451	-0.0658889332191983	0.108209942067695	-0.608899071196054	0.542591339919442	0.893098029005202	ENSG00000215039	processed_transcript	chr12	6439001	6451567	chr12:6439001	CD27-AS1	lncRNA	chr12	6439001	6451607	chr12:6439001	ENSG00000215039
CD274	564.896008096026	-0.0197237291899784	0.231267785430016	-0.0852852426173598	0.932034623470483	0.987912202936454	ENSG00000120217	protein_coding	chr9	5450503	5470566	chr9:5450503	CD274	protein_coding	chr9	5450503	5470566	chr9:5450503	ENSG00000120217
CD276	6664.19779114802	0.138396155485575	0.0390327627552299	3.54564078267893	0.000391659713205677	0.0263266899607592	ENSG00000103855	protein_coding	chr15	73683966	73714518	chr15:73683966	CD276	protein_coding	chr15	73683966	73714514	chr15:73683966	ENSG00000103855
CD2AP	3161.17990331231	-0.0633100885429014	0.0442501037546359	-1.43073310955273	0.152506720230902	0.640194639181362	ENSG00000198087	protein_coding	chr6	47477789	47627263	chr6:47477789	CD2AP	protein_coding	chr6	47477789	47627263	chr6:47477789	ENSG00000198087
CD2BP2	4079.67042377983	0.0183217909028597	0.0603446708259393	0.303619037971189	0.761418145689865	0.954529876476871	ENSG00000169217	protein_coding	chr16	30350766	30355361	chr16:30350766	CD2BP2	protein_coding	chr16	30350773	30355308	chr16:30350773	ENSG00000169217
CD302	1341.86005924123	0.0787218594069213	0.147419757536638	0.533998025246762	0.59334290032548	0.907804354258811	ENSG00000241399	protein_coding	chr2	159768630	159798255	chr2:159768630	CD302	protein_coding	chr2	159768628	159798255	chr2:159768628	ENSG00000241399
CD320	1586.88427738724	-0.0741087154262081	0.0854487233493983	-0.867288737868896	0.385783825805142	0.832272627607351	ENSG00000167775	protein_coding	chr19	8302127	8308356	chr19:8302127	CD320	protein_coding	chr19	8302127	8308358	chr19:8302127	ENSG00000167775
CD3EAP	562.176751284724	-0.0396895580028651	0.151108698529403	-0.262655680242936	0.792815979655296	0.962363135517415	ENSG00000117877	protein_coding	chr19	45406209	45410766	chr19:45406209	POLR1G	protein_coding	chr19	45406644	45410737	chr19:45406644	ENSG00000117877
CD40	234.131070106211	0.178460967207456	0.178527922286023	0.999624960187131	0.317492039207759	0.79399992128218	ENSG00000101017	protein_coding	chr20	46118272	46129863	chr20:46118272	CD40	protein_coding	chr20	46118271	46129863	chr20:46118271	ENSG00000101017
CD44	86381.9974446522	0.19407671237478	0.109439457359099	1.77337056540736	0.0761673230927735	0.510299869665827	ENSG00000026508	protein_coding	chr11	35138870	35232402	chr11:35138870	CD44	protein_coding	chr11	35138882	35232402	chr11:35138882	ENSG00000026508
CD46	6599.01015411313	-0.0536902254180391	0.0729117961573527	-0.73637227784334	0.46150417079976	0.866166412397898	ENSG00000117335	protein_coding	chr1	207752057	207795513	chr1:207752057	CD46	protein_coding	chr1	207752037	207795513	chr1:207752037	ENSG00000117335
CD47	7174.33532581853	-0.0219437290088022	0.0629897354822125	-0.348369918381365	0.727562390933867	0.946781424207403	ENSG00000196776	protein_coding	chr3	108043298	108091025	chr3:108043298	CD47	protein_coding	chr3	108043091	108091862	chr3:108043091	ENSG00000196776
CD48	59.5193886304707	-0.352699903085649	0.821089943514078	-0.429550874263754	0.667522379006485	0.930006412042723	ENSG00000117091	protein_coding	chr1	160678746	160711851	chr1:160678746	CD48	protein_coding	chr1	160678746	160711831	chr1:160678746	ENSG00000117091
CD52	14.0780373962319	-0.313404988392071	0.649276004085965	-0.482699170183064	0.629309352538631	0.920306054941415	ENSG00000169442	protein_coding	chr1	26317957	26320523	chr1:26317957	CD52	protein_coding	chr1	26317958	26320523	chr1:26317958	ENSG00000169442
CD55	2624.53204088534	-0.0541259013220939	0.0820592677265964	-0.659595226981913	0.50951361805583	0.881904158633193	ENSG00000196352	protein_coding	chr1	207321508	207386804	chr1:207321508	CD55	protein_coding	chr1	207321519	207386804	chr1:207321519	ENSG00000196352
CD58	322.285746493872	0.033030216025136	0.0868722855680946	0.380215805410638	0.703785227690489	0.941597020768812	ENSG00000116815	protein_coding	chr1	116514535	116571039	chr1:116514535	CD58	protein_coding	chr1	116514534	116571039	chr1:116514534	ENSG00000116815
CD59	50702.7917314129	0.145645399113761	0.0658772577232008	2.21086007747508	0.0270455280018059	0.336858308606459	ENSG00000085063	protein_coding	chr11	33698261	33736445	chr11:33698261	CD59	protein_coding	chr11	33703010	33736479	chr11:33703010	ENSG00000085063
CD63	33767.0984282193	0.0740661754830524	0.0581660470550665	1.273357555361	0.202891191670966	0.702213111140898	ENSG00000135404	protein_coding	chr12	55725323	55729707	chr12:55725323	CD63	protein_coding	chr12	55725323	55729707	chr12:55725323	ENSG00000135404
CD68	4954.77527413935	0.0772509143875483	0.0895492032077077	0.862664452841263	0.388321982071652	0.833067857479004	ENSG00000129226	protein_coding	chr17	7579467	7582113	chr17:7579467	CD68	protein_coding	chr17	7579491	7582111	chr17:7579491	ENSG00000129226
CD74	446.602455471813	-0.134873371656594	0.460972253631194	-0.29258457660773	0.769839704205629	0.957976749923509	ENSG00000019582	protein_coding	chr5	150401637	150412929	chr5:150401637	CD74	protein_coding	chr5	150401637	150412969	chr5:150401637	ENSG00000019582
CD81	24074.2874996869	0.12193357564158	0.0839107707436948	1.45313378200309	0.14618661311231	0.632014622771582	ENSG00000110651	protein_coding	chr11	2376177	2397419	chr11:2376177	CD81	protein_coding	chr11	2376177	2397802	chr11:2376177	ENSG00000110651
CD82	419.154646306457	0.377704790862108	0.236258075920681	1.59869578802849	0.109888213964629	0.573567098667568	ENSG00000085117	protein_coding	chr11	44564427	44620363	chr11:44564427	CD82	protein_coding	chr11	44564427	44620358	chr11:44564427	ENSG00000085117
CD9	874.24843252505	0.726834881873776	0.201672040544752	3.60404387197386	0.000313304136289746	0.0221859538649669	ENSG00000010278	protein_coding	chr12	6199715	6238271	chr12:6199715	CD9	protein_coding	chr12	6199715	6238271	chr12:6199715	ENSG00000010278
CDA	310.194593909905	0.0586622791791516	0.206607604447357	0.283930881131234	0.776463350245602	0.95848966636599	ENSG00000158825	protein_coding	chr1	20588948	20618908	chr1:20588948	CDA	protein_coding	chr1	20589086	20618903	chr1:20589086	ENSG00000158825
CDADC1	390.713309103757	-0.0141543839398875	0.0452378774825701	-0.312887887928455	0.754365839938276	0.953293982218298	ENSG00000102543	protein_coding	chr13	49247925	49293485	chr13:49247925	CDADC1	protein_coding	chr13	49247925	49293485	chr13:49247925	ENSG00000102543
CDAN1	738.519352835108	0.167434430915056	0.0726463379128044	2.30478831728618	0.0211784317219215	0.301229637875064	ENSG00000140326	protein_coding	chr15	42723559	42737126	chr15:42723559	CDAN1	protein_coding	chr15	42723544	42737128	chr15:42723544	ENSG00000140326
CDC123	4557.90133860928	0.0364768017976642	0.0542893446024754	0.671896153191007	0.501649809515755	0.880103827612241	ENSG00000151465	protein_coding	chr10	12195965	12250589	chr10:12195965	CDC123	protein_coding	chr10	12195965	12250589	chr10:12195965	ENSG00000151465
CDC14A	224.196818095333	0.0618129645474447	0.13322482165011	0.463974834282645	0.642665775849449	0.924006062949598	ENSG00000079335	protein_coding	chr1	100345025	100520277	chr1:100345025	CDC14A	protein_coding	chr1	100345001	100520277	chr1:100345001	ENSG00000079335
CDC14B	2217.05926418166	0.0664309968582729	0.102827510202445	0.64604303583238	0.518251484881941	0.885336536516372	ENSG00000081377	protein_coding	chr9	96490241	96619830	chr9:96490241	CDC14B	protein_coding	chr9	96490241	96619843	chr9:96490241	ENSG00000081377
CDC16	4959.47049975955	0.0545150215084871	0.0326007236985808	1.67220280176971	0.0944843382040013	0.547399038990485	ENSG00000130177	protein_coding	chr13	114234887	114272723	chr13:114234887	CDC16	protein_coding	chr13	114234887	114272723	chr13:114234887	ENSG00000130177
CDC20	5045.39325231561	0.159597228017056	0.259234850948758	0.615647269003207	0.538127346631297	0.891013732302799	ENSG00000117399	protein_coding	chr1	43358955	43363203	chr1:43358955	CDC20	protein_coding	chr1	43358981	43363203	chr1:43358981	ENSG00000117399
CDC23	2551.93784856301	-0.0399991070202986	0.0381229657521072	-1.04921288864017	0.294080147987594	0.777281975963969	ENSG00000094880	protein_coding	chr5	138187648	138213343	chr5:138187648	CDC23	protein_coding	chr5	138187650	138213343	chr5:138187650	ENSG00000094880
CDC25A	543.127869475936	0.131691015812778	0.223018637238715	0.590493321290538	0.554859962031201	0.893860232307659	ENSG00000164045	protein_coding	chr3	48157146	48188402	chr3:48157146	CDC25A	protein_coding	chr3	48157146	48188417	chr3:48157146	ENSG00000164045
CDC25B	5804.78882854098	0.168728405965511	0.135411293299133	1.24604382584825	0.212748306001163	0.709628319989247	ENSG00000101224	protein_coding	chr20	3786772	3806121	chr20:3786772	CDC25B	protein_coding	chr20	3786772	3806121	chr20:3786772	ENSG00000101224
CDC25C	602.1330712205	0.144271796698286	0.246759801679858	0.584664907801564	0.558773054394561	0.894944513697411	ENSG00000158402	protein_coding	chr5	138285265	138338355	chr5:138285265	CDC25C	protein_coding	chr5	138285269	138338355	chr5:138285269	ENSG00000158402
CDC26	1075.22553512114	-0.00170934613595521	0.0622614893073384	-0.0274543085135251	0.978097382620456	0.997188555317772	ENSG00000176386	protein_coding	chr9	113255835	113275589	chr9:113255835	CDC26	protein_coding	chr9	113255835	113275572	chr9:113255835	ENSG00000176386
CDC27	9969.64621328211	0.0741905102238047	0.068113173817317	1.08922409668925	0.276055075199017	0.763979817413235	ENSG00000004897	protein_coding	chr17	47117703	47189422	chr17:47117703	CDC27	protein_coding	chr17	47117703	47189422	chr17:47117703	ENSG00000004897
CDC34	1925.62346407691	-0.0333318402791913	0.0583483565071119	-0.571255854912188	0.567826221243153	0.899465974805096	ENSG00000099804	protein_coding	chr19	531712	542092	chr19:531712	CDC34	protein_coding	chr19	531760	542092	chr19:531760	ENSG00000099804
CDC37	9873.43600819781	-0.0324443188181521	0.0538605638562635	-0.602376144905121	0.546923785412189	0.893098029005202	ENSG00000105401	protein_coding	chr19	10391134	10420121	chr19:10391134	CDC37	protein_coding	chr19	10391133	10420121	chr19:10391133	ENSG00000105401
CDC37L1	1328.31890505605	-0.0055872190056339	0.0376253599633042	-0.148496094418315	0.881951267988441	0.981446655417302	ENSG00000106993	protein_coding	chr9	4679559	4708398	chr9:4679559	CDC37L1	protein_coding	chr9	4679559	4708399	chr9:4679559	ENSG00000106993
CDC37L1-AS1	4.8212069204337	-0.453204647299324	0.405057202991817	-1.11886578970052	0.2631973995444	0.754875452624418	ENSG00000273061	lincRNA	chr9	4676600	4679502	chr9:4676600	CDC37L1-DT	lncRNA	chr9	4676600	4679537	chr9:4676600	ENSG00000273061
CDC40	2365.82644291074	-0.0719316554805393	0.0279789268739179	-2.57092260202425	0.0101427992214631	0.207794429252336	ENSG00000168438	protein_coding	chr6	110180141	110254275	chr6:110180141	CDC40	protein_coding	chr6	110180141	110254275	chr6:110180141	ENSG00000168438
CDC42	19960.3167752659	0.0474382440028742	0.0437584290732485	1.0840938536314	0.278323187770364	0.765915811159338	ENSG00000070831	protein_coding	chr1	22052627	22092946	chr1:22052627	CDC42	protein_coding	chr1	22052627	22101360	chr1:22052627	ENSG00000070831
CDC42BPA	6890.1969863896	-0.0236535147744783	0.0728114191190609	-0.324859960987715	0.745287061183986	0.950756870777419	ENSG00000143776	protein_coding	chr1	226989865	227318474	chr1:226989865	CDC42BPA	protein_coding	chr1	226989865	227318492	chr1:226989865	ENSG00000143776
CDC42BPB	10783.3139551648	-0.000416088485922423	0.04326946598428	-0.00961621495568237	0.9923274888019	0.998955722390485	ENSG00000198752	protein_coding	chr14	102932379	103057462	chr14:102932379	CDC42BPB	protein_coding	chr14	102932380	103057549	chr14:102932380	ENSG00000198752
CDC42EP1	5181.98084984105	0.0210271135747586	0.0961403404235827	0.218712701474903	0.826873854173872	0.969700409495199	ENSG00000128283	protein_coding	chr22	37560447	37569405	chr22:37560447	CDC42EP1	protein_coding	chr22	37560480	37569405	chr22:37560480	ENSG00000128283
CDC42EP2	1045.12718191094	-0.152424370859959	0.103626792624801	-1.47089731332164	0.141318889365261	0.626527985905515	ENSG00000149798	protein_coding	chr11	65314818	65322429	chr11:65314818	CDC42EP2	protein_coding	chr11	65314866	65322417	chr11:65314866	ENSG00000149798
CDC42EP3	25221.4730030101	-0.0634211022801499	0.139669819616998	-0.454078787056954	0.649772120711105	0.926079357839838	ENSG00000163171	protein_coding	chr2	37641882	37738468	chr2:37641882	CDC42EP3	protein_coding	chr2	37641882	37738468	chr2:37641882	ENSG00000163171
CDC42EP4	3319.57987337647	0.0657848949972748	0.0918196362179678	0.716457804745709	0.473708713014215	0.869870931862821	ENSG00000179604	protein_coding	chr17	73283624	73312175	chr17:73283624	CDC42EP4	protein_coding	chr17	73283624	73312005	chr17:73283624	ENSG00000179604
CDC42EP5	1052.89018192164	-0.248183505489139	0.124034169000169	-2.00092851421289	0.0454000941889914	0.425851918026461	ENSG00000167617	protein_coding	chr19	54465026	54473264	chr19:54465026	CDC42EP5	protein_coding	chr19	54465026	54473296	chr19:54465026	ENSG00000167617
CDC42SE1	4613.47462522127	-0.0321638962733245	0.0511663005850554	-0.628614848162755	0.529601237165607	0.888337397244534	ENSG00000197622	protein_coding	chr1	151050971	151070325	chr1:151050971	CDC42SE1	protein_coding	chr1	151050971	151070325	chr1:151050971	ENSG00000197622
CDC42SE2	1529.02738626961	-0.0283059063417083	0.0499598913190832	-0.566572616439946	0.571004583903052	0.900362256463775	ENSG00000158985	protein_coding	chr5	131245493	131398447	chr5:131245493	CDC42SE2	protein_coding	chr5	131245493	131398447	chr5:131245493	ENSG00000158985
CDC45	876.030630721418	0.182947009238719	0.254170637491079	0.719780266692448	0.471660296611379	0.86898798821298	ENSG00000093009	protein_coding	chr22	19479459	19520612	chr22:19479459	CDC45	protein_coding	chr22	19479457	19520612	chr22:19479457	ENSG00000093009
CDC5L	4782.91806886151	-0.0323881425856552	0.0563337483432296	-0.574933206793218	0.565336470769892	0.897933630353445	ENSG00000096401	protein_coding	chr6	44387525	44450426	chr6:44387525	CDC5L	protein_coding	chr6	44387706	44450425	chr6:44387706	ENSG00000096401
CDC6	1810.11936852099	0.108744725341348	0.233269263128644	0.466176828797958	0.641088933598296	0.923648296142362	ENSG00000094804	protein_coding	chr17	40287633	40304657	chr17:40287633	CDC6	protein_coding	chr17	40287879	40304657	chr17:40287879	ENSG00000094804
CDC7	673.459581068448	0.116379685206568	0.14853012729717	0.783542620775665	0.433308535635576	0.854316727360184	ENSG00000097046	protein_coding	chr1	91500893	91525764	chr1:91500893	CDC7	protein_coding	chr1	91500851	91525764	chr1:91500851	ENSG00000097046
CDC73	4297.17678468553	-0.0786625764997373	0.0338010550771491	-2.32722251776443	0.0199534251477343	0.292699222920167	ENSG00000134371	protein_coding	chr1	193122017	193253901	chr1:193122017	CDC73	protein_coding	chr1	193121983	193254815	chr1:193121983	ENSG00000134371
CDCA2	1935.50181597959	0.189003015746897	0.229125656303906	0.824888049622034	0.409435151565457	0.844567841384683	ENSG00000184661	protein_coding	chr8	25458997	25507920	chr8:25458997	CDCA2	protein_coding	chr8	25459199	25507911	chr8:25459199	ENSG00000184661
CDCA3	1637.19307497223	0.246378197415802	0.240160625166943	1.02588922411631	0.304943802551527	0.786534054029473	ENSG00000111665	protein_coding	chr12	6844793	6852066	chr12:6844793	CDCA3	protein_coding	chr12	6844793	6851292	chr12:6844793	ENSG00000111665
CDCA4	1284.92609744788	0.0778568066986701	0.15969864395874	0.487523279902021	0.62588754935395	0.919356952694954	ENSG00000170779	protein_coding	chr14	105009573	105021148	chr14:105009573	CDCA4	protein_coding	chr14	105009573	105021083	chr14:105009573	ENSG00000170779
CDCA5	1746.00155221598	0.151408801862592	0.230827863016395	0.655938151850576	0.511863919292669	0.882680299423561	ENSG00000146670	protein_coding	chr11	65066300	65084164	chr11:65066300	CDCA5	protein_coding	chr11	65066300	65084164	chr11:65066300	ENSG00000146670
CDCA7	780.973338130567	-0.142958176879345	0.203221153997837	-0.703461101696465	0.481768439795553	0.872540201022048	ENSG00000144354	protein_coding	chr2	173354820	173368997	chr2:173354820	CDCA7	protein_coding	chr2	173354820	173368997	chr2:173354820	ENSG00000144354
CDCA7L	2051.88706841691	0.204944284031075	0.0975405078064803	2.10111971569476	0.0356304586145348	0.380039092205936	ENSG00000164649	protein_coding	chr7	21900900	21946084	chr7:21900900	CDCA7L	protein_coding	chr7	21900899	21945903	chr7:21900899	ENSG00000164649
CDCA8	2398.48739058386	0.211570102246306	0.251197710559445	0.842245344414629	0.399650637245131	0.839808654089539	ENSG00000134690	protein_coding	chr1	37692418	37709719	chr1:37692418	CDCA8	protein_coding	chr1	37692481	37709719	chr1:37692481	ENSG00000134690
CDCP1	1602.4662824534	0.252062908322403	0.228187561328722	1.10463036133371	0.269319789653153	0.759823950577661	ENSG00000163814	protein_coding	chr3	45082278	45146422	chr3:45082278	CDCP1	protein_coding	chr3	45082277	45146422	chr3:45082277	ENSG00000163814
CDH10	290.673565553349	0.144191103526315	0.302125719853239	0.477255308142445	0.633180331222181	0.92091181370291	ENSG00000040731	protein_coding	chr5	24487100	24644978	chr5:24487100	CDH10	protein_coding	chr5	24487100	24644978	chr5:24487100	ENSG00000040731
CDH11	49227.5705512568	0.0153302494179743	0.0965445524739575	0.158789377806786	0.873834817910497	0.980175451184766	ENSG00000140937	protein_coding	chr16	64943753	65126112	chr16:64943753	CDH11	protein_coding	chr16	64943753	65126112	chr16:64943753	ENSG00000140937
CDH13	5955.27527876886	0.275133312945218	0.154036005482384	1.78616234615798	0.0740729758154669	0.504694801002528	ENSG00000140945	protein_coding	chr16	82626803	83800640	chr16:82626803	CDH13	protein_coding	chr16	82626965	83800640	chr16:82626965	ENSG00000140945
CDH2	15720.2387334397	-0.0899587792018221	0.166390448648883	-0.540648696678816	0.588749746224014	0.906328986279677	ENSG00000170558	protein_coding	chr18	27950966	28177446	chr18:27950966	CDH2	protein_coding	chr18	27932879	28177946	chr18:27932879	ENSG00000170558
CDH24	523.519106025754	-0.0835917750773497	0.132616148842695	-0.630328778258397	0.528479498090533	0.888271963959413	ENSG00000139880	protein_coding	chr14	23047062	23057538	chr14:23047062	CDH24	protein_coding	chr14	23047062	23057538	chr14:23047062	ENSG00000139880
CDH4	933.687065488419	0.0699370409867432	0.112734808785771	0.620367761652429	0.535015692070035	0.889643723788711	ENSG00000179242	protein_coding	chr20	61252426	61940617	chr20:61252426	CDH4	protein_coding	chr20	61252261	61940617	chr20:61252261	ENSG00000179242
CDIP1	1737.68916375636	0.0932110896040201	0.0635823269400215	1.46599053683499	0.142650864937762	0.628165217768912	ENSG00000089486	protein_coding	chr16	4510675	4538828	chr16:4510675	CDIP1	protein_coding	chr16	4510669	4538828	chr16:4510669	ENSG00000089486
CDIPT	4185.640237143	0.103487129222905	0.054217378455901	1.90874461602894	0.0562950445934857	0.460233290673909	ENSG00000103502	protein_coding	chr16	29858357	29863736	chr16:29858357	CDIPT	protein_coding	chr16	29858357	29863414	chr16:29858357	ENSG00000103502
CDK1	3369.2469882258	0.195509381980353	0.220356486705967	0.887241328371839	0.374948986098377	0.826619459866446	ENSG00000170312	protein_coding	chr10	60778331	60794852	chr10:60778331	CDK1	protein_coding	chr10	60778331	60794852	chr10:60778331	ENSG00000170312
CDK10	1084.34054210039	0.129891202836651	0.0666564157412627	1.94866767725472	0.0513351242216772	0.447960273438847	ENSG00000185324	protein_coding	chr16	89680737	89696364	chr16:89680737	CDK10	protein_coding	chr16	89680737	89696354	chr16:89680737	ENSG00000185324
CDK11A	797.327460227988	-0.109764521966245	0.095622538853483	-1.14789382589424	0.251012397309739	0.745992254270772	ENSG00000008128	protein_coding	chr1	1702730	1724324	chr1:1702730	CDK11A	protein_coding	chr1	1702379	1724357	chr1:1702379	ENSG00000008128
CDK11B	2616.78171406836	0.0169480396864273	0.0449340284585516	0.377176057162571	0.706042772177049	0.941597020768812	ENSG00000248333	protein_coding	chr1	1635227	1659012	chr1:1635227	CDK11B	protein_coding	chr1	1635225	1659012	chr1:1635225	ENSG00000248333
CDK12	4293.39898846647	0.0221355657180024	0.0535114118191654	0.413660656026168	0.679122644680713	0.934321562793337	ENSG00000167258	protein_coding	chr17	39461511	39564907	chr17:39461511	CDK12	protein_coding	chr17	39461486	39564907	chr17:39461486	ENSG00000167258
CDK13	3010.25986216282	-0.00497549266755761	0.0393925180521374	-0.126305524845413	0.899490083091611	0.983441745453667	ENSG00000065883	protein_coding	chr7	39950037	40097134	chr7:39950037	CDK13	protein_coding	chr7	39950121	40099580	chr7:39950121	ENSG00000065883
CDK14	2921.92852307065	0.0615361382848882	0.0790792803648901	0.778157540141314	0.436476144608567	0.85525556479826	ENSG00000058091	protein_coding	chr7	90466424	91210590	chr7:90466424	CDK14	protein_coding	chr7	90466424	91210590	chr7:90466424	ENSG00000058091
CDK15	846.148177116329	-0.239919686699938	0.179240933761845	-1.33853178325168	0.180723146728546	0.677891687483325	ENSG00000138395	protein_coding	chr2	201790461	201895550	chr2:201790461	CDK15	protein_coding	chr2	201790461	201895550	chr2:201790461	ENSG00000138395
CDK17	3276.1669252602	0.00744226762646356	0.0643403712710171	0.115670262378732	0.907913875200964	0.983713463656599	ENSG00000059758	protein_coding	chr12	96278261	96400560	chr12:96278261	CDK17	protein_coding	chr12	96278261	96400480	chr12:96278261	ENSG00000059758
CDK19	2318.46314863954	0.0342830696559011	0.063902522374506	0.536490084929392	0.591619886616802	0.907627499067837	ENSG00000155111	protein_coding	chr6	110609978	110815958	chr6:110609978	CDK19	protein_coding	chr6	110609978	110815958	chr6:110609978	ENSG00000155111
